Code,Condition,Image id ,Subject's answer,Reaction time
w8Jz7Z15rK,2,21,swing set,5.043
4GVUDQ0ynr,2,19,beetle bird,4.863
ROlV9GRTYd,2,5,Typewriter,5.77
w8Jz7Z15rK,2,22,old tan car,5.237
4GVUDQ0ynr,2,20,car,2.792
ROlV9GRTYd,2,6,Fan,2.786
JT66021M0Q,2,5,typewriter,11.118
w8Jz7Z15rK,2,23,rooster,4.51
4GVUDQ0ynr,2,21,child swing set,5.671
ROlV9GRTYd,2,7,Crash,3.45
JT66021M0Q,2,6,fan,7.494
w8Jz7Z15rK,2,24,none,5.723
4GVUDQ0ynr,2,22,rodent car,4.517
ROlV9GRTYd,2,8,Animal,3.631
w8Jz7Z15rK,2,25,none,4.581
JT66021M0Q,2,7,snake,8.225
ROlV9GRTYd,2,9,Fan,2.717
4GVUDQ0ynr,2,23,rooster bell,8.12
w8Jz7Z15rK,2,26,squirrel,8.218
ROlV9GRTYd,2,10,Towel,3.588
JT66021M0Q,2,8,piano,9.802
w8Jz7Z15rK,2,27,none,4.743
4GVUDQ0ynr,2,24,crab soccer ball,5.111
ROlV9GRTYd,2,11,Pot,2.865
w8Jz7Z15rK,2,28,dress,4.991
JT66021M0Q,2,9,duck,6.641
4GVUDQ0ynr,2,25,tea,3.962
ROlV9GRTYd,2,12,Rooster,3.808
w8Jz7Z15rK,2,29,bug,3.792
4GVUDQ0ynr,2,26,lemur,4.864
JT66021M0Q,2,10,none,8.326
w8Jz7Z15rK,2,30,old green car,4.532
ROlV9GRTYd,2,13,Bench,3.352
4GVUDQ0ynr,2,27,building,4.111
4GVUDQ0ynr,2,28,dress boat,2.965
JT66021M0Q,2,11,vase,8.023
ROlV9GRTYd,2,14,School bus ,4.119
4GVUDQ0ynr,2,29,beetle ruler,3.912
ROlV9GRTYd,2,15,Baby ,3.405
JT66021M0Q,2,12,rooster,7.956
4GVUDQ0ynr,2,30,car fence,2.623
ROlV9GRTYd,2,16,Wall,2.903
JT66021M0Q,2,13,bench,11.59
ROlV9GRTYd,2,17,Sports player,4.453
JT66021M0Q,2,14,bus,6.087
JT66021M0Q,2,15,none,7.292
JT66021M0Q,2,16,bear,8.103
JT66021M0Q,2,17,football player,12.399
JT66021M0Q,2,18,snake,7.483
ROlV9GRTYd,2,18,Animal ,53.416
ROlV9GRTYd,2,19,Bug,2.968
JT66021M0Q,2,19,bug,6.358
ROlV9GRTYd,2,20,Car,3.116
JT66021M0Q,2,20,truck,6.549
JT66021M0Q,2,21,swing,6.762
JT66021M0Q,2,22,car,6.381
hHhQbBI5n0,2,1,  Bird,6.073
JT66021M0Q,2,23,rooster,7.258
hHhQbBI5n0,2,2,Child,5.447
JT66021M0Q,2,24,none,7.517
hHhQbBI5n0,2,3,Bird,5.304
JT66021M0Q,2,25,food,8.035
hHhQbBI5n0,2,4,Statue of Liberty ,10.301
JT66021M0Q,2,26,cat,8.507
hHhQbBI5n0,2,5,Piano keys,6.649
JT66021M0Q,2,27,none,7.596
hHhQbBI5n0,2,6,Fan,4.668
JT66021M0Q,2,28,dress,7.516
hHhQbBI5n0,2,7,Duck,3.59
hHhQbBI5n0,2,8,Piano keys,5.038
JT66021M0Q,2,29,spider,9.205
hHhQbBI5n0,2,9,Duck,4.914
JT66021M0Q,2,30,car,6.56
hHhQbBI5n0,2,10,Ribbon ,4.49
hHhQbBI5n0,2,11,Pottery,5.434
hHhQbBI5n0,2,12,Rooster,4.667
hHhQbBI5n0,2,13,Bench,3.623
hHhQbBI5n0,2,14,School bus ,11.023
hHhQbBI5n0,2,15,Buckle,5.069
hHhQbBI5n0,2,16,Bear,4.72
hHhQbBI5n0,2,17,Football helmet ,9.671
hHhQbBI5n0,2,18,Snake,4.27
hHhQbBI5n0,2,19,Bug,3.291
hHhQbBI5n0,2,20,Old car,5.812
hHhQbBI5n0,2,21,Swing set ,7.419
hHhQbBI5n0,2,22,Old car,4.058
hHhQbBI5n0,2,23,Rooster,5.555
hHhQbBI5n0,2,24,Bug,3.523
hHhQbBI5n0,2,25,"Cup,of soup",11.284
hHhQbBI5n0,2,26,Snake ,5.15
hHhQbBI5n0,2,27,Bug,5.446
RiwLwmAmcj,2,1,monkey  ,7.479
hHhQbBI5n0,2,28,Sailboat ,4.873
hHhQbBI5n0,2,29,Bug,3.254
RiwLwmAmcj,2,2,"child
",6.423
hHhQbBI5n0,2,30,Car,2.772
RiwLwmAmcj,2,3,swan,4.615
RiwLwmAmcj,2,4,a domed building,21.679
RiwLwmAmcj,2,5,piano,7.62
RiwLwmAmcj,2,6,"fan
",8.399
RiwLwmAmcj,2,7,scooter,8.646
ROlV9GRTYd,2,21,Dog,4.2
RiwLwmAmcj,2,8,piano,9.543
gLxpWFOpUZ,2,1,bird  ,4.374
gLxpWFOpUZ,2,2,small boy,7.478
RiwLwmAmcj,2,9,duck on a tire weird,18.456
gLxpWFOpUZ,2,3,snake,8.071
gLxpWFOpUZ,2,4,building,6.367
RiwLwmAmcj,2,10,snake?,12.087
gLxpWFOpUZ,2,5,typewriter,7.101
RiwLwmAmcj,2,11,cup,7.815
gLxpWFOpUZ,2,6,hubcap,6.726
gLxpWFOpUZ,2,7,lizard,5.374
RiwLwmAmcj,2,12,nothing,9.335
gLxpWFOpUZ,2,8,trophy,5.294
gLxpWFOpUZ,2,9,none,5.368
RiwLwmAmcj,2,13,pice of wood ,16.944
gLxpWFOpUZ,2,10,clothing,5.638
gLxpWFOpUZ,2,11,pitcher,4.728
gLxpWFOpUZ,2,12,rooster,4.272
RiwLwmAmcj,2,14,"school bus
",17.52
gLxpWFOpUZ,2,13,table,5.838
gLxpWFOpUZ,2,14,school bus,8.486
RiwLwmAmcj,2,15,thing,16.054
gLxpWFOpUZ,2,15,none,3.863
RiwLwmAmcj,2,16,bear,12.095
gLxpWFOpUZ,2,16,fence,5.119
gLxpWFOpUZ,2,17,football helmet,5.8
RiwLwmAmcj,2,17,football player ,19.775
gLxpWFOpUZ,2,18,animal - monkey?,13.416
gLxpWFOpUZ,2,19,fly,5.591
gLxpWFOpUZ,2,20,car,3.742
gLxpWFOpUZ,2,21,swingset,4.879
gLxpWFOpUZ,2,22,car,3.679
gLxpWFOpUZ,2,23,rooster,5.271
gLxpWFOpUZ,2,24,none,4.823
gLxpWFOpUZ,2,25,lemon slice,8.095
gLxpWFOpUZ,2,26,fox,4.216
gLxpWFOpUZ,2,27,fur,7.503
gLxpWFOpUZ,2,28,dress,3.335
gLxpWFOpUZ,2,29,insect,5.159
gLxpWFOpUZ,2,30,car,3.608
NOhX2Lfioi,2,1,  clock,14.803
NOhX2Lfioi,2,2,boy,15.778
NOhX2Lfioi,2,3,flammingo,10.717
NOhX2Lfioi,2,4,statue of liberty,7.314
NOhX2Lfioi,2,5,typewriter,4.769
NOhX2Lfioi,2,6,fan,3.499
NOhX2Lfioi,2,7,shark,5.765
NOhX2Lfioi,2,8,piano,4.856
NOhX2Lfioi,2,9,duck,4.424
NOhX2Lfioi,2,10,shoe,7.069
NOhX2Lfioi,2,11,mug,14.053
NOhX2Lfioi,2,12,rooster,5.001
NOhX2Lfioi,2,13,table,5.208
NOhX2Lfioi,2,14,school bus,5.696
NOhX2Lfioi,2,15,puppy,5.738
NOhX2Lfioi,2,16,bear,3.26
NOhX2Lfioi,2,17,football player,5.711
NOhX2Lfioi,2,18,monkey,3.716
NOhX2Lfioi,2,19,insect,5.296
NOhX2Lfioi,2,20,truck,3.979
NOhX2Lfioi,2,21,swing set,8.55
NOhX2Lfioi,2,22,car,3.674
NOhX2Lfioi,2,23,rooster,3.915
NOhX2Lfioi,2,24,broccoli,6.996
NOhX2Lfioi,2,25,lemon,4.816
NOhX2Lfioi,2,26,cat,4.811
NOhX2Lfioi,2,27,rabbit,4.881
NOhX2Lfioi,2,28,dress boat,10.195
NOhX2Lfioi,2,29,ant,12.752
cn5XU1p3Jb,5,1,blank  ,4.061
NOhX2Lfioi,2,30,car,2.988
cn5XU1p3Jb,5,2,truck,2.95
cn5XU1p3Jb,5,3,flamingo,2.661
cn5XU1p3Jb,5,4,violin,2.799
cn5XU1p3Jb,5,5,beads,2.214
cn5XU1p3Jb,5,6,banana,3.127
cn5XU1p3Jb,5,7,shark,3.179
cn5XU1p3Jb,5,8,snake,2.3
cn5XU1p3Jb,5,9,duck,2.28
1yVRgw5TA4,5,1,"just some colors, nothing specific  ",11.627
cn5XU1p3Jb,5,10,eye,2.181
cn5XU1p3Jb,5,11,bears,2.065
1yVRgw5TA4,5,2,truck,4.8
cn5XU1p3Jb,5,12,forest,2.832
cn5XU1p3Jb,5,13,diamond,3.478
1yVRgw5TA4,5,3,swan,5.348
cn5XU1p3Jb,5,14,bear,2.049
1yVRgw5TA4,5,4,violin,3.766
cn5XU1p3Jb,5,15,snake,2.394
ARoq3uVCTj,5,1,Clock  ,4.17
cn5XU1p3Jb,5,16,peacock,3.679
ARoq3uVCTj,5,2,Semi Truck,4.548
1yVRgw5TA4,5,5,none,7.909
cn5XU1p3Jb,5,17,jellyfish,3.281
cn5XU1p3Jb,5,18,bear,2.832
HBvhffPDKK,5,1,  none,8.481
ARoq3uVCTj,5,3,Flamingo,6.727
1yVRgw5TA4,5,6,none,4.884
cn5XU1p3Jb,5,19,flamonigo,3.963
1yVRgw5TA4,5,7,none,2.245
ARoq3uVCTj,5,4,Violin,4.889
cn5XU1p3Jb,5,20,pink,3.897
1yVRgw5TA4,5,8,none,4.408
ARoq3uVCTj,5,5,Computer Binary,3.917
x2nm2Z7mBE,5,1,  A ring ,10.432
cn5XU1p3Jb,5,21,darkness,3.748
ARoq3uVCTj,5,6,none,2.858
1yVRgw5TA4,5,9,duck,2.483
cn5XU1p3Jb,5,22,hamster,2.446
ARoq3uVCTj,5,7,Shark,2.132
cn5XU1p3Jb,5,23,tube,2.916
1yVRgw5TA4,5,10,none,2.254
x2nm2Z7mBE,5,2,Nothing too fas,6.783
ARoq3uVCTj,5,8,Hourglass,2.47
cn5XU1p3Jb,5,24,soccer,2.66
HBvhffPDKK,5,2,semi-truck/18-wheeler,31.06
1yVRgw5TA4,5,11,none,1.964
x2nm2Z7mBE,5,3,Fish,3.651
ARoq3uVCTj,5,9,Duck,2.043
cn5XU1p3Jb,5,25,orange,2.98
1yVRgw5TA4,5,12,none,2.133
HBvhffPDKK,5,3,flamingo,4.698
cn5XU1p3Jb,5,26,dog,2.399
ARoq3uVCTj,5,10,none,2.474
x2nm2Z7mBE,5,4,Violin,6.071
1yVRgw5TA4,5,13,none,1.852
cn5XU1p3Jb,5,27,fish,2.563
ARoq3uVCTj,5,11,horse,1.93
1yVRgw5TA4,5,14,none,1.87
x2nm2Z7mBE,5,5,Nothing,3.987
cn5XU1p3Jb,5,28,light,2.464
trPTjtYcPg,5,1, none ,34.149
vgSoHPcepd,5,1,watch  ,5.56
bLDFpEKYw4,5,1,  colorful object,9.498
ARoq3uVCTj,5,12,Shed,3.017
1yVRgw5TA4,5,15,none,2.015
HBvhffPDKK,5,4,banjo,13.106
cn5XU1p3Jb,5,29,plane,2.383
ARoq3uVCTj,5,13,none,1.95
vgSoHPcepd,5,2,semi-truck,3.173
x2nm2Z7mBE,5,6,Whistle,3.908
cn5XU1p3Jb,5,30,car,2.136
1yVRgw5TA4,5,16,none,1.794
bLDFpEKYw4,5,2,car in snow,6.43
trPTjtYcPg,5,2,truck,7.02
ARoq3uVCTj,5,14,School Bus,2.859
1yVRgw5TA4,5,17,none,1.795
HBvhffPDKK,5,5,none,7.227
ARoq3uVCTj,5,15,none,2.374
1yVRgw5TA4,5,18,none,1.819
vgSoHPcepd,5,3,flamingo,10.262
HBvhffPDKK,5,6,none,5.226
x2nm2Z7mBE,5,7,Shark,5.175
ARoq3uVCTj,5,16,Matches,3.428
1yVRgw5TA4,5,19,none,1.743
vgSoHPcepd,5,4,cello,3.388
bLDFpEKYw4,5,3,pink flamingo,7.038
ARoq3uVCTj,5,17,None,1.791
1yVRgw5TA4,5,20,none,1.796
HBvhffPDKK,5,7,none,3.751
1yVRgw5TA4,5,21,none,1.781
ARoq3uVCTj,5,18,Beaver,3.993
bLDFpEKYw4,5,4,violin,4.216
HBvhffPDKK,5,8,hourglass,5.967
1yVRgw5TA4,5,22,none,2.006
ARoq3uVCTj,5,19,none,1.635
vgSoHPcepd,5,5,none,14.594
x2nm2Z7mBE,5,8,Hourglass,9.228
1yVRgw5TA4,5,23,none,1.881
HBvhffPDKK,5,9,duck,3.819
ARoq3uVCTj,5,20,Bathtub,2.794
bLDFpEKYw4,5,5,newspaper,6.556
vgSoHPcepd,5,6,glove,3.096
1yVRgw5TA4,5,24,none,1.939
ARoq3uVCTj,5,21,Swingset,2.914
HBvhffPDKK,5,10,none,3.675
x2nm2Z7mBE,5,9,Body,5.526
trPTjtYcPg,5,3,flamingo,41.07
vgSoHPcepd,5,7,shark,1.621
bLDFpEKYw4,5,6,whistle,3.407
1yVRgw5TA4,5,25,lemon,3.497
ARoq3uVCTj,5,22,Beaver,3.39
HBvhffPDKK,5,11,none,3.844
vgSoHPcepd,5,8,hourglass,2.799
x2nm2Z7mBE,5,10,Fish,3.988
ARoq3uVCTj,5,23,Bell,1.839
tmATgrrWWa,5,1,  watch,5.925
1yVRgw5TA4,5,26,cat,2.68
vgSoHPcepd,5,9,duck,2.814
2xKumb09mq,5,1,coin  ,6.939
bLDFpEKYw4,5,7,none,5.332
HBvhffPDKK,5,12,none,4.455
ARoq3uVCTj,5,24,Soccer ball,2.729
1yVRgw5TA4,5,27,none,1.713
tmATgrrWWa,5,2,truck,2.174
vgSoHPcepd,5,10,hat,3.776
ARoq3uVCTj,5,25,Lemon,1.894
1yVRgw5TA4,5,28,none,1.75
tmATgrrWWa,5,3,flamingo,3.254
bLDFpEKYw4,5,8,jewelry,5.031
x2nm2Z7mBE,5,11,A bear,4.864
vgSoHPcepd,5,11,none,2.004
ARoq3uVCTj,5,26,None,1.766
1yVRgw5TA4,5,29,none,1.714
HBvhffPDKK,5,13,picture frame,9.561
trPTjtYcPg,5,4,violin,23.444
tmATgrrWWa,5,4,violin,2.67
vgSoHPcepd,5,12,tent,1.622
ARoq3uVCTj,5,27,Mountain,3.122
bLDFpEKYw4,5,9,duck,3.313
HBvhffPDKK,5,14,none,3.477
1yVRgw5TA4,5,30,car,3.948
x2nm2Z7mBE,5,12,Nothing,5.722
ARoq3uVCTj,5,28,none,1.81
vgSoHPcepd,5,13,diamond,4.032
tmATgrrWWa,5,5,letters,4.07
gUlqhmsqCD,5,1,Mayan Artifact  ,20.074
trPTjtYcPg,5,5,none,5.649
bLDFpEKYw4,5,10,shoe,3.429
HBvhffPDKK,5,15,none,3.191
ARoq3uVCTj,5,29,Airplane,2.271
vgSoHPcepd,5,14,none,2.541
9T2UZPNKMQ,5,1,  clock,2.908
tmATgrrWWa,5,6,white rock,5.646
vgSoHPcepd,5,15,none,1.775
ARoq3uVCTj,5,30,Mustang,2.478
HBvhffPDKK,5,16,none,4.25
bLDFpEKYw4,5,11,kangaroo,4.586
9T2UZPNKMQ,5,2,Truck,4.517
tmATgrrWWa,5,7,shark,2.158
vgSoHPcepd,5,16,none,2.61
trPTjtYcPg,5,6,none,5.944
gUlqhmsqCD,5,2,Semi Truck in transit,13.727
HBvhffPDKK,5,17,mushroom,4.878
9T2UZPNKMQ,5,3,Flamingo,2.777
vgSoHPcepd,5,17,mushroom,2.31
2xKumb09mq,5,2,skull,40.664
x2nm2Z7mBE,5,13,Skelton,4.766
tmATgrrWWa,5,8,hour glass,3.527
bLDFpEKYw4,5,12,bird feeder,5.501
9T2UZPNKMQ,5,4,Violin,2.843
vgSoHPcepd,5,18,beaver,2.841
trPTjtYcPg,5,7,none,5.119
HBvhffPDKK,5,18,bear,3.923
2xKumb09mq,5,3,bird,3.416
tmATgrrWWa,5,9,duck,3.398
vgSoHPcepd,5,19,none,1.833
9T2UZPNKMQ,5,5,None,2.227
bLDFpEKYw4,5,13,none,3.861
HBvhffPDKK,5,19,rabbit,4.428
tmATgrrWWa,5,10,fish head,4.697
vgSoHPcepd,5,20,none,2.342
2xKumb09mq,5,4,rubbish,7.189
bLDFpEKYw4,5,14,none,3.671
gUlqhmsqCD,5,3,A circular object possibly made of stone,17.919
vgSoHPcepd,5,21,none,1.691
HBvhffPDKK,5,20,none,3.134
tmATgrrWWa,5,11,horse,3.731
2xKumb09mq,5,5,text,3.426
9T2UZPNKMQ,5,6,Whistle?,12.236
HBvhffPDKK,5,21,none,3.285
bLDFpEKYw4,5,15,none,3.649
vgSoHPcepd,5,22,beaver,4.651
gUlqhmsqCD,5,4,Violin,5.503
2xKumb09mq,5,6,fruit,3.353
tmATgrrWWa,5,12,tent,5.059
9T2UZPNKMQ,5,7,Shark,2.364
vgSoHPcepd,5,23,light,3.295
9T2UZPNKMQ,5,8,None,3.15
tmATgrrWWa,5,13,picture frame,3.749
bLDFpEKYw4,5,16,wheat or other plant,6.779
2xKumb09mq,5,7,shark,5.55
gUlqhmsqCD,5,5,Text of some sort,7.735
vgSoHPcepd,5,24,soccer ball,3.282
x2nm2Z7mBE,5,14,Nothing ,3.284
HBvhffPDKK,5,22,hamster,11.899
9T2UZPNKMQ,5,9,"Duck
",2.982
tmATgrrWWa,5,14,school bus,2.863
vgSoHPcepd,5,25,lemon,1.871
2xKumb09mq,5,8,fruit,4.098
bLDFpEKYw4,5,17,none,5.484
x2nm2Z7mBE,5,15,Nothing,3.54
HBvhffPDKK,5,23,bell,4.505
vgSoHPcepd,5,26,deer,2.874
tmATgrrWWa,5,15,white light,4.088
2xKumb09mq,5,9,duck,3.332
gUlqhmsqCD,5,6,A hatchet,9.6
9T2UZPNKMQ,5,10,None,6.201
kzkzL6xdhF,5,1, None,10.023
vgSoHPcepd,5,27,hut,1.85
bLDFpEKYw4,5,18,alligator,3.709
x2nm2Z7mBE,5,16,Nothing,5.837
tmATgrrWWa,5,16,sea shell,3.095
2xKumb09mq,5,10,shoe,5.109
vgSoHPcepd,5,28,none,1.712
HBvhffPDKK,5,24,soccer ball,7.393
9T2UZPNKMQ,5,11,Elephant or Horse,6.462
vgSoHPcepd,5,29,shark,1.973
x2nm2Z7mBE,5,17,Nothing,3.097
bLDFpEKYw4,5,19,none,3.5
gUlqhmsqCD,5,7,A shark,9.405
2xKumb09mq,5,11,horse,4.074
tmATgrrWWa,5,17,squid,5.775
kzkzL6xdhF,5,0,None,6.496
HBvhffPDKK,5,25,none,3.172
vgSoHPcepd,5,30,car,1.483
x2nm2Z7mBE,5,18,Monkey,2.798
HBvhffPDKK,5,26,none,3.633
bLDFpEKYw4,5,20,boat,5.631
tmATgrrWWa,5,18,monkey,4.423
2xKumb09mq,5,12,bear,5.832
gUlqhmsqCD,5,8,Hourglass ,7.147
kzkzL6xdhF,5,0,None,5.304
x2nm2Z7mBE,5,19,Nothing,4.366
HBvhffPDKK,5,27,none,3.364
2xKumb09mq,5,13,frame,3.395
bLDFpEKYw4,5,21,girl or woman,5.333
gUlqhmsqCD,5,9,A mallard,5.338
tmATgrrWWa,5,19,squid,6.679
HBvhffPDKK,5,28,none,3.386
x2nm2Z7mBE,5,20,Nothing,3.736
2xKumb09mq,5,14,doll,5.52
bLDFpEKYw4,5,22,otter,5.429
tmATgrrWWa,5,20,whale,3.863
HBvhffPDKK,5,29,airplane,4.19
gUlqhmsqCD,5,10,A gyroscope ,8.392
x2nm2Z7mBE,5,21,Nothing,4.763
2xKumb09mq,5,15,road,3.633
HBvhffPDKK,5,30,none,3.873
9T2UZPNKMQ,5,12,House,37.959
bLDFpEKYw4,5,23,ceiling light,7.152
gUlqhmsqCD,5,11,A horse,5.221
2xKumb09mq,5,16,grass,4.601
x2nm2Z7mBE,5,22,Mouse,4.518
tmATgrrWWa,5,21,space ship,10.919
trPTjtYcPg,5,8,hourglass,98.878
9T2UZPNKMQ,5,13,None,2.666
bLDFpEKYw4,5,24,none,3.655
2xKumb09mq,5,17,field,3.726
tmATgrrWWa,5,22,hamster,2.526
gUlqhmsqCD,5,12,A shed,6.8
9T2UZPNKMQ,5,14,Bridge,3.721
x2nm2Z7mBE,5,23,Nothing,4.892
2xKumb09mq,5,18,man,3.144
trPTjtYcPg,5,9,duck,7.643
tmATgrrWWa,5,23,octopus,4.919
bLDFpEKYw4,5,25,lemon,4.198
9T2UZPNKMQ,5,15,None,2.623
x2nm2Z7mBE,5,24,Soccer ball ,4.79
2xKumb09mq,5,19,grass,2.9
9T2UZPNKMQ,5,16,None,1.881
trPTjtYcPg,5,10,none,5.778
gUlqhmsqCD,5,13,A wooden square frame,9.726
bLDFpEKYw4,5,26,animal,3.518
tmATgrrWWa,5,24,soccer ball,4.426
x2nm2Z7mBE,5,25,Lemon,2.955
2xKumb09mq,5,20,face,3.737
9T2UZPNKMQ,5,17,Mushroom,2.827
tmATgrrWWa,5,25,lemon,2.991
bLDFpEKYw4,5,27,none,3.5
2xKumb09mq,5,21,grass,2.886
trPTjtYcPg,5,11,horse,7.749
gUlqhmsqCD,5,14,School bus,5.992
9T2UZPNKMQ,5,18,Monkey,7.33
tmATgrrWWa,5,26,raccoon,4.127
x2nm2Z7mBE,5,26,Nothing ,4.775
bLDFpEKYw4,5,28,none,3.897
2xKumb09mq,5,22,firled,3.449
9T2UZPNKMQ,5,19,None,2.023
tmATgrrWWa,5,27,shark,3.079
gUlqhmsqCD,5,15,Clouds,4.342
x2nm2Z7mBE,5,27,Nothing,4.065
2xKumb09mq,5,23,pot,2.909
trPTjtYcPg,5,12,house,6.754
9T2UZPNKMQ,5,20,"None
",2.335
bLDFpEKYw4,5,29,airplane,4.469
tmATgrrWWa,5,28,shark,3.375
2xKumb09mq,5,24,watch,2.99
x2nm2Z7mBE,5,28,Nothing,3.061
9T2UZPNKMQ,5,21,Swingset,2.842
gUlqhmsqCD,5,16,Match sticks,6.938
trPTjtYcPg,5,13,square,6.631
bLDFpEKYw4,5,30,car,2.624
2xKumb09mq,5,25,food,3.108
tmATgrrWWa,5,29,airplane,3.406
x2nm2Z7mBE,5,29,Nothing,3.167
9T2UZPNKMQ,5,22,Guinea Pig,5.141
tmATgrrWWa,5,30,car,1.959
2xKumb09mq,5,26,cat,3.087
trPTjtYcPg,5,14,none,5.647
gUlqhmsqCD,5,17,Grass and a mushroom,8.028
x2nm2Z7mBE,5,30,Nothing,3.14
9T2UZPNKMQ,5,23,Bell,2.587
2xKumb09mq,5,27,water,3.009
9T2UZPNKMQ,5,24,Soccer Ball,4.099
2xKumb09mq,5,28,grass,2.869
gUlqhmsqCD,5,18,A chipmunk ,7.286
trPTjtYcPg,5,15,none,5.067
9T2UZPNKMQ,5,25,None,2.542
2xKumb09mq,5,29,plane,2.774
trPTjtYcPg,5,16,none,5.037
9T2UZPNKMQ,5,26,Animal,2.794
2xKumb09mq,5,30,car,2.656
gUlqhmsqCD,5,19,Stone,9.066
9T2UZPNKMQ,5,27,None,3.398
trPTjtYcPg,5,17,none,5.53
9T2UZPNKMQ,5,28,None,1.889
9T2UZPNKMQ,5,29,Airplane,3.221
gUlqhmsqCD,5,20,A door,11.482
5sG6Wn7opp,5,1,"Big Ben, or some sort of clock  ",11.553
9T2UZPNKMQ,5,30,Car,2.052
gUlqhmsqCD,5,21,A merry-go-round,13.614
trPTjtYcPg,5,18,chipmunk,30.169
gUlqhmsqCD,5,22,A hamster,5.478
trPTjtYcPg,5,19,none,6.927
gUlqhmsqCD,5,23,A bell,5.304
trPTjtYcPg,5,20,none,5.22
QewP5jxbFH,5,1,compass  ,6.697
UtRYeph9lq,5,1,clock  ,3.327
gUlqhmsqCD,5,24,A soccer ball,11.88
trPTjtYcPg,5,21,none,4.767
QewP5jxbFH,5,2,deisel,5.83
UtRYeph9lq,5,2,none,6.094
gUlqhmsqCD,5,25,Cells,8.566
trPTjtYcPg,5,22,none,6.346
UtRYeph9lq,5,3,flamingo,2.944
QewP5jxbFH,5,3,flamingo,4.551
UtRYeph9lq,5,4,violin,3.374
trPTjtYcPg,5,23,bell,5.825
QewP5jxbFH,5,4,violin,4.902
gUlqhmsqCD,5,26,A woodland creature of some sort,10.479
UtRYeph9lq,5,5,trees,3.282
trPTjtYcPg,5,24,none,6.104
QewP5jxbFH,5,5,typewriter,4.767
UtRYeph9lq,5,6,elephant,2.885
UtRYeph9lq,5,7,none,2.693
5sG6Wn7opp,5,2,"Semi truck
",4.99
gUlqhmsqCD,5,27,Centipede,11.862
QewP5jxbFH,5,6,unknown,6.671
5sG6Wn7opp,5,3,Flamingo,4.534
trPTjtYcPg,5,25,oranges,13.037
UtRYeph9lq,5,8,none,5.294
QewP5jxbFH,5,7,shark,3.426
gUlqhmsqCD,5,28,A flag,4.414
5sG6Wn7opp,5,4,Violin,4.507
UtRYeph9lq,5,9,building,4.101
QewP5jxbFH,5,8,wine glass,4.123
gUlqhmsqCD,5,29,An airplane,6.343
5sG6Wn7opp,5,5,lines,5.357
QewP5jxbFH,5,9,duck,3.48
UtRYeph9lq,5,10,"bird
",3.133
5sG6Wn7opp,5,6,Whistle,4.402
QewP5jxbFH,5,10,handbag,5.622
gUlqhmsqCD,5,30,A classic Ford Mustang,14.086
5sG6Wn7opp,5,7,Shark,4.332
trPTjtYcPg,5,26,animal of some type,29.079
QewP5jxbFH,5,11,horses,3.544
8C8JvZfKYA,5,1,+  ,2.114
QewP5jxbFH,5,12,building,4.23
trPTjtYcPg,5,27,none,5.055
5sG6Wn7opp,5,8,hourglass,4.485
QewP5jxbFH,5,13,frame,3.281
8C8JvZfKYA,5,2,none,6.728
QewP5jxbFH,5,14,school bus,3.965
trPTjtYcPg,5,28,sail boat,8.604
5sG6Wn7opp,5,9,mallard duck,6.937
8C8JvZfKYA,5,3,flamingo,5.201
QewP5jxbFH,5,15,unknown,5.047
trPTjtYcPg,5,29,none,7.287
5sG6Wn7opp,5,10,blob,4.355
QewP5jxbFH,5,16,field,3.136
6gOrsP94K4,5,2,Truck,4.032
8C8JvZfKYA,5,4,none,8.997
6gOrsP94K4,5,3,Flamingo,3.699
QewP5jxbFH,5,17,mushroom,3.921
8C8JvZfKYA,5,5,none,1.484
8C8JvZfKYA,5,6,none,1.054
6gOrsP94K4,5,4,Violin,3.75
QewP5jxbFH,5,18,monkey,3.662
8C8JvZfKYA,5,7,none,0.955
8C8JvZfKYA,5,8,none,2.153
6gOrsP94K4,5,5,Computer screen,4.935
QewP5jxbFH,5,19,unknown,3.88
trPTjtYcPg,5,30,Ford Mustang,23.801
8C8JvZfKYA,5,9,none,0.902
6gOrsP94K4,5,6,Not sure,3.081
8C8JvZfKYA,5,10,none,1.125
QewP5jxbFH,5,20,shark,5.515
8C8JvZfKYA,5,11,none,0.853
6gOrsP94K4,5,7,Shark,3.291
8C8JvZfKYA,5,12,none,0.839
QewP5jxbFH,5,21,swan,3.63
6gOrsP94K4,5,8,Hourglass,3.93
8C8JvZfKYA,5,13,none,1.935
6gOrsP94K4,5,9,Duck,2.395
8C8JvZfKYA,5,14,none,0.994
QewP5jxbFH,5,22,guinea pig,8.75
8C8JvZfKYA,5,15,none,0.721
6gOrsP94K4,5,10,Not sure,3.041
8C8JvZfKYA,5,16,none,0.776
QewP5jxbFH,5,23,watch,3.439
8C8JvZfKYA,5,17,none,0.682
6gOrsP94K4,5,11,Horse,2.424
8C8JvZfKYA,5,18,none,0.733
5sG6Wn7opp,5,11,horses,13.184
6gOrsP94K4,5,12,House,2.508
kMOSVlIzZh,5,1,  None,7.967
8C8JvZfKYA,5,19,none,0.72
8C8JvZfKYA,5,20,none,0.924
6gOrsP94K4,5,13,Not sure,2.498
QewP5jxbFH,5,24,soccer ball,7.016
8C8JvZfKYA,5,21,none,0.893
kMOSVlIzZh,5,2,truck,5.967
6gOrsP94K4,5,14,Bus,3.786
8C8JvZfKYA,5,22,none,0.837
