Code,Condition,Image id ,Subject's answer,Reaction time
JsA6x79ZLu,3,1,lipstick  ,3.972
JsA6x79ZLu,3,2,spider,2.923
JsA6x79ZLu,3,3,bear,4.56
JsA6x79ZLu,3,4,clock,3.183
JsA6x79ZLu,3,5,zebra,3.081
JsA6x79ZLu,3,6,baby crib,5.673
JsA6x79ZLu,3,7,carriage,7.685
JsA6x79ZLu,3,8,fan,3.652
JsA6x79ZLu,3,9,"tiger, palm",5.353
JsA6x79ZLu,3,10,bus,3.032
JsA6x79ZLu,3,11,none,5.859
JsA6x79ZLu,3,12,"speedometer, dashboard",7.033
JsA6x79ZLu,3,13,fruit,3.97
JsA6x79ZLu,3,14,"dog, elephant",4.513
JsA6x79ZLu,3,15,footprint,4.506
JsA6x79ZLu,3,16,ocean waves,3.934
JsA6x79ZLu,3,17,"sink, bottle",4.428
JsA6x79ZLu,3,18,"butterfly, grass",4.144
JsA6x79ZLu,3,19,"boat, water",5.268
JsA6x79ZLu,3,20,cactus,3.669
JsA6x79ZLu,3,21,piano,3.16
JsA6x79ZLu,3,22,"zebra, grass",3.933
JsA6x79ZLu,3,23,"gun, rope",3.887
Gy6TaSbV8m,4,1,  Ram,5.412
JsA6x79ZLu,3,24,"violin, sunflower",9.634
JsA6x79ZLu,3,25,"bananas, scuba diver",5.145
Gy6TaSbV8m,4,2,Squirrel,5.131
JsA6x79ZLu,3,26,airplanes,3.21
Gy6TaSbV8m,4,3,Rabbit,5.16
JsA6x79ZLu,3,27,kayaker,6.429
Gy6TaSbV8m,4,4,Fox,4.732
JsA6x79ZLu,3,28,cello player,5.816
JsA6x79ZLu,3,29,watches,2.716
Gy6TaSbV8m,4,5,Elk,6.491
JsA6x79ZLu,3,30,dog ear,2.982
Gy6TaSbV8m,4,6,Banana,6.267
Gy6TaSbV8m,4,7,Apple,5.205
Gy6TaSbV8m,4,8,None,4.146
Gy6TaSbV8m,4,9,Bridge,4.94
Gy6TaSbV8m,4,10,Painting,7.308
KAdBwZw0e6,1,1,Goat  ,26.798
Gy6TaSbV8m,4,11,Toilet,4.358
Gy6TaSbV8m,4,12,None,4.136
Gy6TaSbV8m,4,13,None,3.713
KAdBwZw0e6,1,2,not clear,16.302
Gy6TaSbV8m,4,14,None,4.207
Gy6TaSbV8m,4,15,Snail,4.834
9hyc4BF4l7,6,1,  ants,6.72
KAdBwZw0e6,1,3,Van,17.08
Gy6TaSbV8m,4,16,Hot air Balloon ,10.395
9hyc4BF4l7,6,2,colored lines red and blue,10.064
Gy6TaSbV8m,4,17,None,4.368
KAdBwZw0e6,1,4,Van,11.352
9hyc4BF4l7,6,3,gorilla,3.787
KAdBwZw0e6,1,5,House,5.247
Gy6TaSbV8m,4,18,Barrel ,7.48
9hyc4BF4l7,6,4,tree stump,6.361
KAdBwZw0e6,1,6,Baby,3.528
9hyc4BF4l7,6,5,lady bugs,5.233
Gy6TaSbV8m,4,19,Bike,5.947
KAdBwZw0e6,1,7,Car,3.155
Gy6TaSbV8m,4,20,Cat,3.776
9hyc4BF4l7,6,6,cowboy hat,7.129
KAdBwZw0e6,1,8,Bird,4.031
Gy6TaSbV8m,4,21,Rooster ,6.694
9hyc4BF4l7,6,7,wagon,4.353
Gy6TaSbV8m,4,22,Snail,4.68
9hyc4BF4l7,6,8,fan,3.546
ePfqL4z12s,1,1,none,31.975
KAdBwZw0e6,1,9,Rope Bridge ,15.581
9hyc4BF4l7,6,9,tiger,4.816
Gy6TaSbV8m,4,23,monkey,7.366
KAdBwZw0e6,1,10,fish,4.071
ePfqL4z12s,1,2,none,8.727
9hyc4BF4l7,6,10,horse,5.174
Gy6TaSbV8m,4,24,Sink,4.743
KAdBwZw0e6,1,11,Bird,6.775
9hyc4BF4l7,6,11,dog,3.262
Gy6TaSbV8m,4,25,Frog,5.077
ePfqL4z12s,1,3,Ambulance,7.549
KAdBwZw0e6,1,12,Desk,4.568
9hyc4BF4l7,6,12,kangaroo,3.998
Gy6TaSbV8m,4,26,None,4.036
9hyc4BF4l7,6,13,eggs,3.442
KAdBwZw0e6,1,13,Phone,4.886
Gy6TaSbV8m,4,27,None,4.4
9hyc4BF4l7,6,14,elephant,3.737
ePfqL4z12s,1,4,van,5.267
KAdBwZw0e6,1,14,Bird,3.903
9hyc4BF4l7,6,15,eye,3.542
Gy6TaSbV8m,4,28,None,4.398
ePfqL4z12s,1,5,house,4.935
Gy6TaSbV8m,4,29,Corn,3.925
9hyc4BF4l7,6,16,rainbow,6.731
ePfqL4z12s,1,6,baby,3.568
Gy6TaSbV8m,4,30,Lion,4.266
9hyc4BF4l7,6,17,ant,3.09
ePfqL4z12s,1,7,car,2.39
9hyc4BF4l7,6,18,leopard,4.246
ePfqL4z12s,1,8,bird,4.784
KAdBwZw0e6,1,15,snake,26.069
9hyc4BF4l7,6,19,tiger,3.558
ePfqL4z12s,1,9,bridge,5.608
9hyc4BF4l7,6,20,cup of coffee,5.185
ePfqL4z12s,1,10,painting,4.92
9hyc4BF4l7,6,21,books,4.051
9hyc4BF4l7,6,22,zebra,3.971
ePfqL4z12s,1,11,parrot,7.568
9hyc4BF4l7,6,23,snake,3.189
KAdBwZw0e6,1,16,Hot air balloon,26.518
ePfqL4z12s,1,12,none,4.529
9hyc4BF4l7,6,24,flower,3.537
ePfqL4z12s,1,13,telephone,3.673
9hyc4BF4l7,6,25,banana ,5.991
KAdBwZw0e6,1,17,Beach,12.287
ePfqL4z12s,1,14,bird,5.523
9hyc4BF4l7,6,26,mouse,4.692
ePfqL4z12s,1,15,snake,2.798
9hyc4BF4l7,6,27,glass,8.457
ePfqL4z12s,1,16,balloon,4.243
9hyc4BF4l7,6,28,pool,4.523
ePfqL4z12s,1,17,fish,4.409
9hyc4BF4l7,6,29,snake,3.711
9hyc4BF4l7,6,30,cat,3.794
ePfqL4z12s,1,18,fish,10.122
KAdBwZw0e6,1,18,Barrel,44.791
ePfqL4z12s,1,19,bicycle,3.8
KAdBwZw0e6,1,19,Cycle ,6.955
ePfqL4z12s,1,20,cheetah,3.341
KAdBwZw0e6,1,20,Toy Car,7.447
ePfqL4z12s,1,21,none,4.757
B1LernC17d,3,1,lipstick  ,4.339
ePfqL4z12s,1,22,shoe,7.805
B1LernC17d,3,2,spider,2.8
ePfqL4z12s,1,23,owl,2.425
B1LernC17d,3,3,orangutan,6.311
KAdBwZw0e6,1,21,Owl,23.416
ePfqL4z12s,1,24,peacock,6.296
B1LernC17d,3,4,watch,4.219
ePfqL4z12s,1,25,frog,2.673
KAdBwZw0e6,1,22,Cat,3.56
B1LernC17d,3,5,zebra,3.561
KAdBwZw0e6,1,23,Owl,3.449
ePfqL4z12s,1,26,phone booth,4.612
B1LernC17d,3,6,bench,4.038
KAdBwZw0e6,1,24,Bird,5.117
ePfqL4z12s,1,27,none,4.923
B1LernC17d,3,7,stage coach,9.046
5Uiijcxvvu,6,1,  lipstick,6.377
ePfqL4z12s,1,28,musician,3.812
B1LernC17d,3,8,fan,3.065
ePfqL4z12s,1,29,violin,3.544
B1LernC17d,3,9,tiger,2.696
KAdBwZw0e6,1,25,None,16.598
ePfqL4z12s,1,30,vessel,4.644
B1LernC17d,3,10,bus,2.885
KAdBwZw0e6,1,26,None,5.253
5Uiijcxvvu,6,2,abstract art,14.641
B1LernC17d,3,11,sheep,4.556
KAdBwZw0e6,1,27,None,5.264
B1LernC17d,3,12,speedometer ,5.41
5Uiijcxvvu,6,3,abstract art,10.228
KAdBwZw0e6,1,28,Man,3.411
B1LernC17d,3,13,fruit,3.845
B1LernC17d,3,14,baby elephant,4.814
B1LernC17d,3,15,sandals,3.526
KAdBwZw0e6,1,29,Guitar,14.368
B1LernC17d,3,16,pelican,2.843
B1LernC17d,3,17,orange soda,6.058
KAdBwZw0e6,1,30,Palace,12.702
B1LernC17d,3,18,butterfly,3.23
TO9fuXosuq,2,1,zdf  ,4.628
B1LernC17d,3,19,boat,8.653
NVTRTsWROV,1,1,rhinosauraus   ,19.277
B1LernC17d,3,20,small pot,6.492
B1LernC17d,3,21,piano,4.672
NVTRTsWROV,1,2,horse,8.439
B1LernC17d,3,22,zebra,10.169
NVTRTsWROV,1,3,ambulance,7.346
NVTRTsWROV,1,4,volkswagon van,11.816
NVTRTsWROV,1,5,old barn,4.288
NVTRTsWROV,1,6,baby and bananna,6.591
notj4aD17y,6,1,lipstick  ,5.942
notj4aD17y,6,2,none,3.59
NVTRTsWROV,1,7,car,5.831
notj4aD17y,6,3,monkey,2.353
notj4aD17y,6,4,clock,2.74
NVTRTsWROV,1,8,bird,6.407
notj4aD17y,6,5,none,1.818
NVTRTsWROV,1,9,bridge,3.6
notj4aD17y,6,6,hat,5.64
NVTRTsWROV,1,10,unsure,8.456
NVTRTsWROV,1,11,orange,5.095
notj4aD17y,6,7,none,1.704
notj4aD17y,6,8,none,2.267
NVTRTsWROV,1,12,unsure,4.104
notj4aD17y,6,9,a face,3.304
NVTRTsWROV,1,13,frog,3.52
kB9UpNWSUb,1,1,  dog,2.821
notj4aD17y,6,10,none,1.716
NVTRTsWROV,1,14,eagle,4.864
notj4aD17y,6,11,a horse,3.404
kB9UpNWSUb,1,2,airplane,3.209
notj4aD17y,6,12,a deer,2.677
kB9UpNWSUb,1,3,ambulance,3.322
NVTRTsWROV,1,15,snake,8.207
notj4aD17y,6,13,none,2.002
kB9UpNWSUb,1,4,VW Bus,4.694
notj4aD17y,6,14,none,2.3
kB9UpNWSUb,1,5,barn,2.536
NVTRTsWROV,1,16,baloon,8.495
kB9UpNWSUb,1,6,banana,2.376
NVTRTsWROV,1,17,whale,4.712
kB9UpNWSUb,1,7,apple,2.59
notj4aD17y,6,15,none,1.998
kB9UpNWSUb,1,8,eagle,2.557
notj4aD17y,6,16,none,1.805
NVTRTsWROV,1,18,goldfish,8.706
notj4aD17y,6,17,a spider,2.509
kB9UpNWSUb,1,9,bridge,7.844
NVTRTsWROV,1,19,bird,5.254
notj4aD17y,6,18,a leopard ,6.939
kB9UpNWSUb,1,10,fish,3.001
NVTRTsWROV,1,20,tiger,4.649
notj4aD17y,6,19,none,1.653
kB9UpNWSUb,1,11,parrot,2.697
kB9UpNWSUb,1,12,computer,3.946
NVTRTsWROV,1,21,goldfish,7.303
notj4aD17y,6,20,a bucket,2.843
kB9UpNWSUb,1,13,phone,3.883
NVTRTsWROV,1,22,spider,4.31
notj4aD17y,6,21,books,2.027
B1LernC17d,3,23,gun,185.476
kB9UpNWSUb,1,14,bird,3.55
NVTRTsWROV,1,23,owl,5.936
notj4aD17y,6,22,zebra,4.363
B1LernC17d,3,24,flower,3.526
kB9UpNWSUb,1,15,flower,3.371
NVTRTsWROV,1,24,pidgeon,4.855
notj4aD17y,6,23,a gun,2.023
B1LernC17d,3,25,scuba diver,5.815
kB9UpNWSUb,1,16,whale,5.693
notj4aD17y,6,24,flowers,2.172
NVTRTsWROV,1,25,fish,3.783
kB9UpNWSUb,1,17,whale,2.691
B1LernC17d,3,26,monkey,2.834
notj4aD17y,6,25,banana ,3.574
NVTRTsWROV,1,26,bus,3.638
kB9UpNWSUb,1,18,barrel,3.228
notj4aD17y,6,26,none,1.72
B1LernC17d,3,27,kayaker,5.953
NVTRTsWROV,1,27,tractor,2.923
kB9UpNWSUb,1,19,bicycle,2.844
NVTRTsWROV,1,28,man,3.456
notj4aD17y,6,27,a glass,4.666
kB9UpNWSUb,1,20,cat,2.919
notj4aD17y,6,28,none,1.743
NVTRTsWROV,1,29,guitar,3.768
kB9UpNWSUb,1,21,rooster,2.748
notj4aD17y,6,29,none,1.615
NVTRTsWROV,1,30,train,3.776
kB9UpNWSUb,1,22,shoes,2.457
notj4aD17y,6,30,none,1.556
B1LernC17d,3,28,violinist ,18.058
kB9UpNWSUb,1,23,owl,2.39
B1LernC17d,3,29,watches,2.983
kB9UpNWSUb,1,24,bird,2.666
kB9UpNWSUb,1,25,boat,2.541
B1LernC17d,3,30,wolf,5.781
kB9UpNWSUb,1,26,phone booth,3.786
kB9UpNWSUb,1,27,car,3.201
kB9UpNWSUb,1,28,person,9.006
kB9UpNWSUb,1,29,guitar,3.341
kB9UpNWSUb,1,30,boat,2.732
g9t47VkyCP,5,1,ff  ,1.88
38pqdFXVGF,1,1,  rr,1.333
38pqdFXVGF,1,2,rg,2.04
38pqdFXVGF,1,3,rtg,1.438
38pqdFXVGF,1,4,rr,1.768
38pqdFXVGF,1,5,rr,7.368
38pqdFXVGF,1,6,rr,1.503
38pqdFXVGF,1,7,rrr,1.464
38pqdFXVGF,1,8,errr,1.343
38pqdFXVGF,1,9,rrr,1.392
38pqdFXVGF,1,10,rr,1.566
38pqdFXVGF,1,11,rff,7.417
38pqdFXVGF,1,12,hhj,1.39
38pqdFXVGF,1,13,uu,1.231
38pqdFXVGF,1,14,uuu,1.608
38pqdFXVGF,1,15,uuu,1.167
38pqdFXVGF,1,16,uu,1.167
38pqdFXVGF,1,17,uuu,1.608
38pqdFXVGF,1,18,j,2.295
38pqdFXVGF,1,19,yy,2.92
38pqdFXVGF,1,20,yjh,1.584
38pqdFXVGF,1,21,hjh,1.335
38pqdFXVGF,1,22,jyhj,1.552
38pqdFXVGF,1,23,jj,1.312
38pqdFXVGF,1,24,yjy,1.559
38pqdFXVGF,1,25,yjy,1.327
38pqdFXVGF,1,26,yjy,1.048
38pqdFXVGF,1,27,yjyhj,1.216
38pqdFXVGF,1,28,hyjyh,1.367
38pqdFXVGF,1,29,yhjy,1.167
38pqdFXVGF,1,30,yhjyh,1.303
lnHNE1gtUY,2,1,chicken  ,3.517
lnHNE1gtUY,2,2,boy,2.118
lnHNE1gtUY,2,3,flamingo,3.388
lnHNE1gtUY,2,4,statue of liberty,4.272
JX6mXZBVPp,3,1,3 children  ,7.303
s4Pwmjg4fc,3,1,lipstick  ,8.919
lnHNE1gtUY,2,5,keyboard,3.87
JX6mXZBVPp,3,2,spider,4.03
s4Pwmjg4fc,3,2,spider,4.671
Ziq2I2Zngx,3,1,"lipstick
  ",4.767
lnHNE1gtUY,2,6,fan,2.371
JX6mXZBVPp,3,3,lock,3.69
FkQ8CQsC6G,2,1,cat in front of a clock  ,12.459
Ziq2I2Zngx,3,2,spider,2.859
lnHNE1gtUY,2,7,lizard,2.668
s4Pwmjg4fc,3,3,gorilla,6.577
JX6mXZBVPp,3,4,camera,3.432
Ziq2I2Zngx,3,3,monkey,3.495
lnHNE1gtUY,2,8,piano,3.003
JX6mXZBVPp,3,5,zebra,3.041
s4Pwmjg4fc,3,4,watch,4.717
lnHNE1gtUY,2,9,duck,2.073
Ziq2I2Zngx,3,4,face,6.101
JX6mXZBVPp,3,6,chair,4.1
s4Pwmjg4fc,3,5,zebra,4.241
lnHNE1gtUY,2,10,elephant,3.275
Ziq2I2Zngx,3,5,zebra,3.079
JX6mXZBVPp,3,7,bike,4.719
s4Pwmjg4fc,3,6,bowl,4.555
bRpVYtBLMu,1,1,animal  ,3.507
Ziq2I2Zngx,3,6,bench,4.437
JX6mXZBVPp,3,8,fan,2.845
FkQ8CQsC6G,2,2,boy on a mountainside wearing a blue jacket eating something in a yellow container,30.72
bRpVYtBLMu,1,2,airplane,2.489
Ziq2I2Zngx,3,7,floor,3.709
JX6mXZBVPp,3,9,tiger,3.31
s4Pwmjg4fc,3,7,horse & carrige,11.116
Ziq2I2Zngx,3,8,fan,2.236
bRpVYtBLMu,1,3,ambulance,3.078
vQIBsb3md7,4,1,"A goat
  ",4.837
lnHNE1gtUY,2,11,mug,22.416
dsHGay6d9N,1,1,  bear,4.072
bRpVYtBLMu,1,4,bus,1.691
Ziq2I2Zngx,3,9,tiger,2.962
s4Pwmjg4fc,3,8,fan,4.195
JX6mXZBVPp,3,10,a person by the street,7.904
vQIBsb3md7,4,2,a squirrel,3.954
lnHNE1gtUY,2,12,forest,2.764
4jKHKYMrXi,5,1,none  ,3.844
Ziq2I2Zngx,3,10,bus,2.305
cTf4la8gVs,3,1,  Lipstick,3.424
bRpVYtBLMu,1,5,deer,3.503
JX6mXZBVPp,3,11,dog,3.803
HUQHarIZ7m,5,1,something tie dye  ,11.903
Sf3NiTXJSK,4,1,dog  ,3.614
s4Pwmjg4fc,3,9,tiger,6.287
vQIBsb3md7,4,3,n/a,3.91
llzcDDrXab,3,1,  none,14.756
lnHNE1gtUY,2,13,bench,3.675
bRpVYtBLMu,1,6,baby,2.163
Ziq2I2Zngx,3,11,koala,3.659
4jKHKYMrXi,5,2,Truck,3.867
dsHGay6d9N,1,2,plane,8.102
cTf4la8gVs,3,2,Tarantula,3.175
JX6mXZBVPp,3,12,lock,3.763
lnHNE1gtUY,2,14,bus,1.987
bRpVYtBLMu,1,7,lemon,1.863
HUQHarIZ7m,5,2,a truck,4.52
s4Pwmjg4fc,3,10,phone booth,4.776
HGFUIeHgYI,4,1,bear  ,5.44
Ziq2I2Zngx,3,12,meter,3.111
cTf4la8gVs,3,3,Lock,2.6
lnHNE1gtUY,2,15,dog,2.16
Sf3NiTXJSK,4,2,squirrel,9.091
llzcDDrXab,3,2,none,6.189
bRpVYtBLMu,1,8,eagle,2.498
JX6mXZBVPp,3,13,eggs,4.353
vQIBsb3md7,4,4,fox,9.749
dsHGay6d9N,1,3,ambulance,6.762
FkQ8CQsC6G,2,3,reddish and white crab/spider leg,34.219
Ziq2I2Zngx,3,13,eggs,2.361
HUQHarIZ7m,5,3,flamingo,4.289
cTf4la8gVs,3,4,Clock,2.249
9w9uyx6F89,3,1,lipstick  ,13.595
lnHNE1gtUY,2,16,matches,2.734
bRpVYtBLMu,1,9,bird,2.158
s4Pwmjg4fc,3,11,bull,6.464
vQIBsb3md7,4,5,n/a,3.608
cTf4la8gVs,3,5,Zebra,2.348
Ziq2I2Zngx,3,14,elephant,3.903
HGFUIeHgYI,4,2,squirrel ,8.925
llzcDDrXab,3,3,none,5.693
HUQHarIZ7m,5,4,violin,4.643
dsHGay6d9N,1,4,van,4.233
bRpVYtBLMu,1,10,drawing,1.997
9w9uyx6F89,3,2,spider,5.324
lnHNE1gtUY,2,17,football player,4.849
yVLKMGLKZW,1,1,Animal  ,6.461
cTf4la8gVs,3,6,Chair,2.176
Ziq2I2Zngx,3,15,shoes,3.15
Sf3NiTXJSK,4,3,none,13.257
bRpVYtBLMu,1,11,parrot,2.482
vQIBsb3md7,4,6,banana,4.857
s4Pwmjg4fc,3,12,speedometer,8.359
HGFUIeHgYI,4,3,curtain,4.795
FkQ8CQsC6G,2,4,statue of liberty print,12.99
dsHGay6d9N,1,5,house,4.816
lnHNE1gtUY,2,18,monkey,2.451
JX6mXZBVPp,3,14,elephant with husks,14.1
bXEtETU6Qt,4,1,  CAT,12.024
cTf4la8gVs,3,7,Bicycle,2.783
yVLKMGLKZW,1,2,Plane,3.367
bRpVYtBLMu,1,12,fish,1.769
HUQHarIZ7m,5,5,book?,8.241
Ziq2I2Zngx,3,16,duck,4.247
Sf3NiTXJSK,4,4,none,4.459
lnHNE1gtUY,2,19,bug,1.802
vQIBsb3md7,4,7,apple,3.956
cTf4la8gVs,3,8,Fan,2.014
HGFUIeHgYI,4,4,fox,5.265
JX6mXZBVPp,3,15,shoes,3.452
bRpVYtBLMu,1,13,frog,1.898
lnHNE1gtUY,2,20,car,1.987
Ziq2I2Zngx,3,17,bottle,3.798
llzcDDrXab,3,4,none,11.657
dsHGay6d9N,1,6,banana face,7.974
vQIBsb3md7,4,8,n/a,2.987
HUQHarIZ7m,5,6,whistle,4.482
cTf4la8gVs,3,9,Tiger,2.12
Sf3NiTXJSK,4,5,none,3.59
yVLKMGLKZW,1,3,Ambulance,4.408
FkQ8CQsC6G,2,5,antique typewriter,10.394
bRpVYtBLMu,1,14,shell,2.004
bXEtETU6Qt,4,2,NATURE,9.44
HGFUIeHgYI,4,5,rock,4.406
cTf4la8gVs,3,10,Bus,1.596
XtYTJbr2Sv,2,1,  bird,4.447
Ziq2I2Zngx,3,18,butterfly,3.363
lnHNE1gtUY,2,21,swing,2.787
yVLKMGLKZW,1,4,Car,3.623
s4Pwmjg4fc,3,13,watermelon cantelop,16.947
Sf3NiTXJSK,4,6,banana,3.931
llzcDDrXab,3,5,zebra,4.494
JX6mXZBVPp,3,16,"bird in water, swan maybe ",8.366
dsHGay6d9N,1,7,car,3.767
bRpVYtBLMu,1,15,fish,3.522
cTf4la8gVs,3,11,Dog,1.36
HUQHarIZ7m,5,7,none,4.704
vQIBsb3md7,4,9,bridge,6.204
HGFUIeHgYI,4,6,banana,3.876
lnHNE1gtUY,2,22,car,2.07
sDDDfadoVQ,3,1,  NATURE,7.681
Ziq2I2Zngx,3,19,basketball hoop,4.076
yVLKMGLKZW,1,5,House,2.869
FkQ8CQsC6G,2,6,old metal fan,8.674
XtYTJbr2Sv,2,2,kid eating,5.647
Sf3NiTXJSK,4,7,donut,3.662
llzcDDrXab,3,6,none,3.121
bRpVYtBLMu,1,16,hot air balloon,3.285
bXEtETU6Qt,4,3,ARCHITECTURE,7.416
s4Pwmjg4fc,3,14,elephant,6.102
cTf4la8gVs,3,12,Speedometer,5.084
HGFUIeHgYI,4,7,apple,3.271
lnHNE1gtUY,2,23,rooster,2.554
vQIBsb3md7,4,10,painting,5.086
JX6mXZBVPp,3,17,"bottle of drink, orange",6.87
bRpVYtBLMu,1,17,whale,1.662
dsHGay6d9N,1,8,eagle pizza,8.644
yVLKMGLKZW,1,6,Banana,4.978
cTf4la8gVs,3,13,Eggs,1.686
llzcDDrXab,3,7,none,2.943
HUQHarIZ7m,5,8,hourglass,9.529
bXEtETU6Qt,4,4,DOG,3.601
sDDDfadoVQ,3,2,NONE,3.911
Ziq2I2Zngx,3,20,bucket,3.024
XtYTJbr2Sv,2,3,parachute,4.751
s4Pwmjg4fc,3,15,sandals,4.005
vQIBsb3md7,4,11,toilet,3.788
Sf3NiTXJSK,4,8,none,5.382
yVLKMGLKZW,1,7,Car,1.439
bRpVYtBLMu,1,18,barrell,2.572
Ziq2I2Zngx,3,21,toaster,2.414
llzcDDrXab,3,8,none,3.468
bXEtETU6Qt,4,5,CAT,3.609
JX6mXZBVPp,3,18,butterfly,8.171
dsHGay6d9N,1,9,none,4.44
s4Pwmjg4fc,3,16,lobster,4.299
bRpVYtBLMu,1,19,bike,2.185
Sf3NiTXJSK,4,9,jeans,4.055
vQIBsb3md7,4,12,bowl,4.018
yVLKMGLKZW,1,8,Eagle,3.421
sDDDfadoVQ,3,3,MONKEY,5.721
cTf4la8gVs,3,14,Elephant,2.687
Ziq2I2Zngx,3,22,zebra,3.159
JE269JxLCz,3,1,lipstick  ,8.955
dsHGay6d9N,1,10,none,2.19
HGFUIeHgYI,4,8,none,16.097
bXEtETU6Qt,4,6,WALL,3.696
bRpVYtBLMu,1,20,cheetah,2.117
JX6mXZBVPp,3,19,boat in water,4.678
llzcDDrXab,3,9,tiger,4.679
cTf4la8gVs,3,15,Sandals,2.371
yVLKMGLKZW,1,9,Bridge,3.334
XtYTJbr2Sv,2,4,statue liberty,11.744
Ziq2I2Zngx,3,23,gun,2.768
vQIBsb3md7,4,13,tv ,4.65
lnHNE1gtUY,2,26,frog,2.205
Sf3NiTXJSK,4,10,painting,4.858
sDDDfadoVQ,3,4,NONE,4.247
s4Pwmjg4fc,3,17,pop drink,6.795
bRpVYtBLMu,1,21,chicken,2.123
HGFUIeHgYI,4,9,bridge,3.195
JE269JxLCz,3,2,spider,4.435
cTf4la8gVs,3,16,Crane,1.726
dsHGay6d9N,1,11,parrot,4.991
JX6mXZBVPp,3,20,cup,2.924
HUQHarIZ7m,5,9,duck,3.785
3PH81U1jiF,2,1,bird  ,4.474
FkQ8CQsC6G,2,7,rock,27.907
bXEtETU6Qt,4,7,MONKEY,5.271
vQIBsb3md7,4,14,n/a,2.988
Ziq2I2Zngx,3,24,flower,2.56
llzcDDrXab,3,10,bus,4.16
bRpVYtBLMu,1,22,shoes,1.428
lnHNE1gtUY,2,27,rabbit,3.901
yVLKMGLKZW,1,10,None,5.094
Sf3NiTXJSK,4,11,toilet,3.722
cTf4la8gVs,3,17,Bottle,1.58
sDDDfadoVQ,3,5,ZEEBRA,4.185
JX6mXZBVPp,3,21,piano,3.923
pZWzvDX1TG,5,1,grass  ,9.736
bRpVYtBLMu,1,23,owl,1.539
HUQHarIZ7m,5,10,seashell,4.544
dsHGay6d9N,1,12,fish,5.031
s4Pwmjg4fc,3,18,butterfly,7.862
3PH81U1jiF,2,2,kid,3.688
cTf4la8gVs,3,18,"Butterfly
",2.517
llzcDDrXab,3,11,none,2.873
lnHNE1gtUY,2,28,dog,2.186
bXEtETU6Qt,4,8,STONE,4.24
JE269JxLCz,3,3,monkey,6.462
yVLKMGLKZW,1,11,Parrot,3.407
HGFUIeHgYI,4,10,building,7.852
vQIBsb3md7,4,15,shell,5.634
Sf3NiTXJSK,4,12,none,5.259
Ziq2I2Zngx,3,25,scuba diver,6.414
JX6mXZBVPp,3,22,zebra,2.914
XtYTJbr2Sv,2,5,typewriter,12.664
BGKQbtnYow,1,1,animal  ,7.022
bRpVYtBLMu,1,24,ostrich,2.735
sDDDfadoVQ,3,6,"NONE
",4.959
cTf4la8gVs,3,19,Boat,2.163
3PH81U1jiF,2,3,bird,3.165
lnHNE1gtUY,2,29,bug,2.319
FkQ8CQsC6G,2,8,black grand piano,10.205
s4Pwmjg4fc,3,19,none,4.384
bXEtETU6Qt,4,9,NATURE,3.8
HGFUIeHgYI,4,11,toilet,3.334
yVLKMGLKZW,1,12,TV,4.079
HUQHarIZ7m,5,11,none,5.596
dsHGay6d9N,1,13,phone,4.977
pZWzvDX1TG,5,2,truck,5.264
bRpVYtBLMu,1,25,boat,1.494
cTf4la8gVs,3,20,Cup,1.174
Ziq2I2Zngx,3,26,airplane,3.568
llzcDDrXab,3,12,clock,5.896
vQIBsb3md7,4,16,balloon,4.515
XtYTJbr2Sv,2,6,fan,3.416
Sf3NiTXJSK,4,13,telephone,4.301
lnHNE1gtUY,2,30,car,1.84
sDDDfadoVQ,3,7,NONE,3.982
3PH81U1jiF,2,4,statue of liberty,4.688
HUQHarIZ7m,5,12,house,2.924
HGFUIeHgYI,4,12,toilet,3.045
bRpVYtBLMu,1,26,phone booth,2.606
yVLKMGLKZW,1,13,Phone,3.407
JE269JxLCz,3,4,statue,7.493
JX6mXZBVPp,3,23,gun with jewelry ,9.075
cTf4la8gVs,3,21,Toaster,3.127
Ziq2I2Zngx,3,27,water,3.159
s4Pwmjg4fc,3,20,bowl of jello,5.991
vQIBsb3md7,4,17,n/a,3.043
bXEtETU6Qt,4,10,FALLS,5.28
dsHGay6d9N,1,14,shell,5.201
Sf3NiTXJSK,4,14,eye,4.377
XtYTJbr2Sv,2,7,scooter,4.184
llzcDDrXab,3,13,balls,5.38
bRpVYtBLMu,1,27,car,1.955
sDDDfadoVQ,3,8,NONE,3.903
BGKQbtnYow,1,2,animal,10.882
yVLKMGLKZW,1,14,None,2.942
HGFUIeHgYI,4,13,telephone,3.71
3PH81U1jiF,2,5,typewriter,4.263
JX6mXZBVPp,3,24,flower,2.898
HUQHarIZ7m,5,13,picture frame,5.176
vQIBsb3md7,4,18,barrel,3.23
cTf4la8gVs,3,22,Zebra,1.973
Ziq2I2Zngx,3,28,violen,4.039
aNnBYSyarx,3,1,bullets  ,8.09
Sf3NiTXJSK,4,15,light,3.944
dsHGay6d9N,1,15,snail,4.962
bRpVYtBLMu,1,28,child,3.048
s4Pwmjg4fc,3,21,piano,6.121
Pajvead0Xy,2,1, Bird,9.839
bXEtETU6Qt,4,11,NUMBER,5.24
XtYTJbr2Sv,2,8,piano,4.335
cTf4la8gVs,3,23,Gun,1.244
BGKQbtnYow,1,3,van,3.416
sDDDfadoVQ,3,9,TIGER,4.585
llzcDDrXab,3,14,elephant,4.484
yVLKMGLKZW,1,15,Flower,4.631
