,1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,,12,,13,,14,,15,,16,,17,,18,,19,,20,,21,,22,,23,,24,,25,,26,,27,,28,,29,,30,
R9UOlQ5FOH,Fish  ,0,"American flag, spider",3,"Monkey, lock. ",3,"Clock, person. ",3,Animals outside. ,1,Crib,1,Wagon,2,Fan,2,Tiger,2,Bus,1,Goat,2,Spedometer,1,Eggs,2,Wolf,1,Shoes,1,Pelican,2,Soda,1,Butterfly,1,Water,0,Bucket,2,Toaster,1,Zebra,2,Revolver,2,Flower,2,Banana,2,Planes,2,Canoe,1,Violin,2,Watch,2,Cup,1
hRVXmY95rn, lipstick,2,spider,2,ape,2,woman in hat,1,zebras,1,chair and table,1,none,2,fan,2,tiger,2,bus,1,none,0,clock,1,fruit,2,none,0,none,0,pelican,2,beer bottle ,1,butterfly,1,none,0,none,0,none,0,zebra,2,gun,2,flowers,2,none,0,none,0,boat on lake,1,none,0,watches,2,none,0
YYTvOdGvMM,none  ,0,ant,2,none,0,none,0,tiger,1,chair,1,tree,0,"metal
tyre",2,lion,2,bus,1,sheep,2,meter,1,egg,2,elephant,2,none,0,none,0,bottle,1,butterfly,1,boat,2,well,0,none,0,zebra,2,gun,2,none,0,none,0,"monkey
cross",1,street,0,none,0,watches,2,bread,0
RgumN9REVx,lipstick  ,2,"spider, american flag",3,"orangutan, wristwatch",3,"wristwatch, woman",3,zebra,1,bench,1,buggy,0,fan,2,tiger,2,"bus, stocking",3,dog,2,tachometer,1,lemons,2,elephant,2,sandals,1,flamingo,2,fanta,1,butterfly,1,water,0,bucket,2,piano,2,zebra,2,revolver,2,"daisy, guitar",3,"bananas, scuba diver",3,monkey,1,kayak,1,chello,2,three digital wristwatches,2,cup,1
nYajtsO6JC,dogs  ,1,spider,2,monkey,2,watch and some kind of picture or postcard of a woman,3,zebras,1,a crib,1,an old car,2,some kind of metal fan ,2,tiger,2,a bus and a red sock,3,a dog,2,a kangaroo and a speedometer,3,fruit,2,a dog and maybe an elephant,3,none,0,a bird and water,2,a spider and red soda,3,a butterfly,1,water,0,a bucket,2,a piano and a briefcase,3,a zebra,2,a gun and a necklace ,3,a flower and guitar,3,a scuba diver and a banana,3,a monkey,1,a bucket and a person on a kayak,3,a person playing violin,2,watches,2,a bowl,1
nkTUNxFiOI,lipstick  ,2,spider,2,ape,2,none,0,okapi,1,none,0,none,0,fan,2,tiger,2,bus,1,none,0,clock,1,eggs,2,dog,1,none,0,none,0,none,0,monarch butterfly,1,none,0,bowl,2,toaster,1,zebra,2,none,0,daisy,2,scuba diving,1,airplanes flying in formation,2,little boy blowing giant bubble,3,"playing cello, or other large stringed instrument",2,watches,2,none,0
5kRY1oCw9k,plants  ,0,spider,2,monkey and combination lock,3,lady and a pocket watch,3,zebra,1,crib,1,old car,2,fan and a car on the side,2,tiger,2,bus and a stocking,3,sheep,2,speedomiter and some kind of animal ,3,eggs,2,dog,1,sandals,1,water bird,2,spider and a soda bottle,3,butterfly,1,some kind of boat,2,bucket,2,toaster,1,zebra,2,gun and a necklace,3,flower and a guitar or violin,3,swimmer and a banana,3,planes and a bird,2,kayak ,1,stringed instrument,2,watches,2,cup or bowl,1
RRhf7QvlPH,lipstick  ,2,spider,2,bear and clock,3,clock and flower,2,zebra,1,chair,1,wagon,2,old time fan,2,tiger,2,bus,1,dog,2,spodemeter,1,lemons in a basket,2,elephant,2,sandles,1,duck in water,2,soda,1,butterfly,1,water,0,pale,1,piano,2,zebra,2,gun and nekalas,3,flower,2,cartoon,0,monkey,1,water person kiaack,1,person playing chello,2,watch,2,yellow ,0
fnhVUQNtJE,lipsticks  ,2,a spider ,2,a monkey,2,none,0,zebra horse,1,a fan ,0,a person in a car,2,none,0,a tiger,2,a bus,1,a black sheep ,2,none,0,none,0,a puppy,1,a pair of sandle ,1,None,0,a bottle,1,a butterfly,1,a man on a boat,2,an apple,1,two rectangular hole,1,a zebra,2,a gun,2,flowers,2,none,0,air planes ,2,people on a boat,1,a girl plays a music instrument,2,watches,2,a dog,2
B1R1aKhE2E,I could not tell.  ,0,spider,2,gorilla,2,table,0,zebra,1,chair,1,coach,2,not sure,0,Tiger,2,not sure,0,Dog,2,car dashboard,1,eggs,2,walrus,0,mittons,0,not sure,0,not sure,0,butterfly,1,horse,0,cup,2,not sure,0,zebra,2,gun,2,flower,2,elephant,0,monkey,1,rowboat,1,not sure,0,watch,2,cat,2
XohEJNcKa9,lipstick  ,2,spider,2,stop watch,1,compass and pirate,3,zebras ,1,chair,1,room with furniture,0,circular fan,2,close up zebra,0,bus,1,,0,speedometer,1,tropical fruit ,2,baby elephant,2,sandals,1,swimming pool edge,0,"sink

",1,scarf,0,row boat in water,2,a bucket with something black in it,2,a metal box,1,"zebra
",2,hand gun,2,flowers on a table,2,,0,an animal of some sort standing up,1,a person rowing in a boat,1,playing a violen,2,three watches,2,a flower?,0
hl6KjC1leU,  Lipstick,2,Spider,2,Orangutang,2,Woman,1,Zebra,1,Crib,1,Carriage ,2,Fan,2,Tiger,2,Sock,2,Dog,2,Speedometer,1,Lemons,2,Elephant,2,Sandals,1,Ocean,0,Soda,1,Butterfly,1,Boat,2,Lime,1,Toaster,1,Zebra,2,Gun,2,Sun flowers,2,Scuba diver,1,Monkey,1,Rafter,1,Cello,2,Watches,2,Coffee beans,0
QgzGFI41wh,lipstick  ,2,no idea,0,no idea,0,no idea,0,no idea,0,no idea,0,window/house,2,wheel?,2,tiger,2,no idea,0,no idea,0,no idea,0,no idea,0,no idea,0,no idea,0,no idea,0,no idea,0,no idea,0,no idea,0,coffee cup,2,no idea,0,zebra,2,no idea,0,no idea,0,hippo,0,plane,2,no idea,0,no idea,0,watches,2,no idea,0
ieG6iYC9KH, flowers,0,spider,2,monkey,2,a woman,1,zebras,1,chair,1,old horse car,2,fan,2,,0,bus,1,an animal?,2,,0,fruits,2,dog,1,none,0,some kind of bird,2,bottle,1,butterfly,1,none,0,water bowl,2,none,0,zebra,2,jewerly,1,plant,2,none,0,bird,0,water ski,1,violin,2,watches,2,none,0
5i7MAiU7Dy,lipstick  ,2,spider,2,"monkey, lock",3,"girl, compass",3,zebras,1,chair,1,wheel,2,circular object,2,tiger,2,bus,1,dog,2,speedometer,1,fruit,2,elephant,2,man,0,pelican,2,fish,0,butterfly,1,boat,2,cup,2,typewriter,0,zebras,2,gun,2,"flowers, guitar",3,scuba diver,1,monkey,1,paddle boat,1,cello,2,watches,2,sandwich,0
lB2P4W8Sqt,"  Lipstick
",2,spider,2,monkey,2,watch,2,zebra,1,bench,1,building,0,unknown,0,tiger,2,none,0,goat,2,speedometer,1,eggs,2,elephant,2,unknown,0,water,0,bottle,1,butterfly,1,water,0,cup,2,toaster,1,zebra,2,unknown,0,flower,2,scuba diver,1,airplanes,2,water,0,cello,2,watch,2,unknown,0
RStmWvxOcJ,lipstick  ,2,insect,2,gorilla,2,watch,2,zebra,1,chair,1,cart,2,fan,2,tiger,2,bus,1,bull,2,meter,1,fruits,2,elephant,2,slippers,1,swan,2,cold drink,1,bird,0,water,0,bucket,2,piano,2,zebra,2,necklace,1,flower,2,snake,0,monkey,1,boy,1,violin,2,wrist watch,2,coffee,1
bYdJGCyfsd,  bottles,0,spider,2,gorilla,2,compass,2,zebras,1,automobile grill,0,none,0,fan,2,tiger,2,bus,1,mandrill,2,compass,1,melons,2,elephant,2,none,0,swan,2,fire extinguisher,,butterfly,1,none,0,cooking pot,2,appliance,0,zebra,2,revolver,2,guitar,1,none,0,buoy,0,canoeist,1,cello,2,watches,2,paint can,1
s0afQNWIvg,  lipstick,2,spider,2,monkey,2,watch,2,zebras,1,bench,1,picture frames,0,fan,2,tiger,2,bus,1,alpaca,2,odometer,1,limes,2,elephant,2,sandals,1,balloons,1,soda,1,butterfly,1,rowboat,2,bucket,2,toaster,1,zebra,2,gun,2,flowers,2,scuba diver,1,monkey,1,lake,0,person playing the cello or bass,2,watches,2,cup with an egg in it,1
p0sPmhvM02,lipstick  ,2,spider,2,bear,2,watch,2,zebra,1,chair,1,carriage,2,fan,2,tiger,2,bus,1,dog,2,speedometer,1,lemons,2,elephant,2,footprints,1,pelican,2,bottle,1,butterfly,1,water,0,pail,1,piano,2,zebra,2,gun,2,flower,2,banana,2,monkey,1,kayak,1,violin,2,watch,2,fur,2
FS7RgmxhQk,Lipstick  ,2,Spider,2,Ape,2,None,0,Zebra,1,None,0,Cart,2,Electric Fan,2,Tiger,2,Bus,1,Lion,2,Coin,0,Bread,0,None,0,sandals,1,Bird,2,Soda Bottle,1,None,0,Man in a boat,2,bucket,2,Telephone,0,Zebra,2,None,0,Flower,2,None,0,Airplane,2,Fishing net,0,"person, cello",2,Watch,2,none,0
y8ReyEqOiA,none  ,0,spider,2,clock,1,clock,2,zebra,1,none,0,none,0,none,0,none,0,bus,1,panda,2,meter,1,none,0,none,0,none,0,none,0,none,0,leopard,2,none,0,cup,2,none,0,zebra,2,none,0,none,0,none,0,none,0,zebra,0,none,0,zebra,0,none,0
qzg1LUlcAe,none  ,0,none,0,monkey,2,none,0,ziraffe,1,Chair,1,painting,0,Fan,2,Tiger,2,Bus,1,Monkey,2,Speedometer,1,Fruits,2,Elephant,2,none,0,none,0,Bottle,1,none,0,Boat,2,Bowl,2,Bag,0,Ziraffe,2,Gun,2,Flower,2,none,0,Monkey,1,River,1,none,0,Watch,2,none,0
2FaWOVtkYo,  lipstick,2,spider,2,no idea,0,ring,2,zebra,1,crib,1,"wagon
",2,none,0,tiger,2,person,0,nothing,0,spedomidor,1,roles,0,dog,1,shoes,1,duck,2,pop,1,butterfly,1,person on a boat,2,bucket,2,no idea,0,zebra,2,gun,2,flower,2,nothing,0,plane,2,bucket,2,chello,2,watch,2,coffee,1
SURdXkOErj,lipstick  ,2,spider,2,monkey,2,woman,1,zebra,1,chair,1,wagon,2,wheel,2,tiger,2,bus,1,dog,2,speedometer,1,fruit,2,elephant,2,dog,0,bird,2,bottle,1,butterfly,1,boat,2,bucket,2,piano,2,zebra,2,gun,2,flower,2,man,1,monkey,1,man canoeing,1,violin,2,watches,2,cup,1
85f6VDYLhu,  hotdog,0,spider,2,monkey,2,watch,2,zebra,1,bench,1,none,0,fan,2,tiger,2,bus,1,lion,2,dial?,1,none,0,puppy,1,none,0,pelican,2,bottle,1,butterfly,1,insect,0,none,0,none,0,zebra,2,gun,2,daisy,2,monkey,0,monkey,1,human,1,cello,2,watches,2,none,0
K9qbP41kVB,  rabbit?,0,spider,2,some kind of ape,2,squirrel,0,zebra,1,none,0,none,0,fan,2,tiger,2,none,0,sheep,2,speedometer,1,none,0,none,0,none,0,none,0,bottle,1,butterfly,1,none,0,bucket?,2,toaster,1,zebra,2,none,0,flower,2,none,0,none,0,water,0,"cello, person playing cello",2,watches,2,none,0
1hXBs48FDa,none  ,0,none,0,none,0,none,0,zebra,1,none,0,none,0,none,0,tiger,2,none,0,none,0,none,0,none,0,none,0,none,0,none,0,none,0,none,0,none,0,none,0,none,0,zebra,2,none,0,tiger,0,none,0,none,0,none,0,none,0,none,0,none,0
bzPtZRTHLQ,+  ,0,tree branch,0,watch,1,"watch
",2,zebra,1,nothing,0,trees,0,nothing,0,tiger face,2,car,1,nothing,0,"nothing
",0,fruits,2,elephant,2,monkey,0,nothing,0,spider,2,butterfly,1,bats,0,nothing,0,nothing,0,nothing,0,none,0,flowers,2,butterfly,0,none,0,none,0,none,0,none,0,none,0
nre7RGIxJU,none  ,0,spider,2,"gorilla, lock",3,"person, clock",3,zebras,1,chair,1,fruit,0,fan,2,tiger,2,bus,1,sheep,2,odometer,1,fruit,2,elephant,2,shoes,1,animal,2,bottle,1,butterfly,1,person,2,bowl,2,toaster,1,zebra,2,gun,2,flowers,2,diver,1,monkey,1,person kayaking,1,celloist,2,watches,2,cup,1
cTjZfBgqHl,  Lipstick,2,American flag,1,Monkey with a camera,3,None,0,Zebras,1,White chair,1,Historic car,2,Something that started with the letters ZER,0,Tiger,2,Bus,1,Some sort of animal,2,Speedometer,1,Some sort of fruit or eggs,2,Animal,0,Shoes,1,Pelican or some other bird,2,Bottled drink,1,Butterfly,1,Water,0,Cup,2,Some sort of instrument,0,Zebra,2,Gun,2,Flowers,2,Scuba diver and maybe bananas,3,None,0,Raft,1,Musical instrument,2,Watch,2,None,0
CICgNkwBX5,  Lipsticks,2,Spider and American Flag,3,A bear,2,A woman and a watch,3,zebras,1,chair,1,carriage,2,fan,2,tiger,2,bus,1,mountain goat,2,odometer,1,grapefruit,2,boar,0,sandals,1,pelican,2,soda bottle,1,butterlfy,1,man,2,bowl,2,toaster,1,"zebra, rabbit",3,gun,2,flowers,2,scuba diver,1,jets,2,kayaker,1,celloist,2,watches,2,cup,1
m3aEVdBM6t,lipstick  ,2,spider,2,bear,2,goat,0,zebra,1,chair,1,giraffe,0,fan,2,tiger,2,bus,1,rhinoceros,2,weight to lift,1,lemons and limes,2,elephant,2,shoes,1,pelican,2,soda bottle,1,butterfly,1,plants in a lake,0,green cup,3,toaster,1,zebra,2,gun,2,sunflower,2,banana,2,duckling,1,person in canoe,1,cello and person playing cello,2,3 wristwatches,2,toasted bread,0
rvama1QUSL,one boy with red color dress  ,0,looking like spider or ant,2,chimpanzee,2,girl holding a big coin,3,zebra,1,hat,2,red carpet,0,table fan,2,tiger,2,bus,1,black dog,2,timer,1,balls,2,elephant,2,slippers,1,duck,2,red bag,0,butterfly,1,ship,2,bucket,2,some instrument,0,zebra,2,necklace,1,flowers,2,scuba diving,1,baby bird,0,person doing boating,1,violin ,2,watches,2,an animal,2
WZmnmjCFYF,  None,0,spider,2,monkey,2,none,0,zebra,1,crib,1,none,0,spider web,0,tiger,2,trolley,1,gorilla,2,clock,1,fruit,2,elephant,2,none,0,pelican,2,coke bottle,1,butterfly,1,none,0,cup,2,none,0,zebra,2,gun,2,flower,2,monkey,0,monkey,1,none,0,person playing cello,2,watches,2,none,0
XFhSYIWKaI,lipstick  ,2,spider,2,bear,2,statue,0,zebras,1,chair,1,none,0,baloon,0,tiger,2,bus,1,dog,2,"car counter plate
",1,melons,2,wolf,1,shoes,1,boat,0,none,0,butterfly,1,none,0,bowl,2,none,0,zebra,2,gun and chains,3,daisies,2,none,0,animal furry,1,kayak rowing,1,violin,2,watches -three,2,bird,0
21HzhEvdSp,  Bullets,0,spider,2,monkey,2,coin,2,zebra,1,crib,1,snake,0,fan,2,Tiger,2,Bus,1,none,0,watch,1,eggs,2,dog,1,sandals,1,nest,0,bottle,1,butterfly,1,bear,0,cup,2,toaster,1,zebra,2,gun,2,flower,2,banana,2,monkey,1,child,1,cello,2,watch,2,cheese,0
xYKCERgzDg,Lipstick  ,2,spider,2,gorilla,2,painting,0,zebra,1,chair,1,painting,0,,0,Tiger,2,Bus,1,Goat,2,Speedometer ,1,Eggs,2,,0,Sandals,1,Flys,0,Coke,1,Butterfly,1,Basket,0,Apple,1,Stapler,0,Zebra,2,Necklace,1,Flower,2,Elephant,0,Zebra,0,Kayak,1,Cello,2,Watch,2,Orange juice,1
k78RC6dLQi,None,0,mosquito,2,None,0,elf,1,zebras,1,chair,1,None,0,None,0,tiger,2,None,0,None,0,speedometer,1,fruit,2,None,0,wolf,0,None,0,soda,1,butterfly,1,None,0,None,0,None,0,zebra,2,None,0,daisy,2,None,0,None,0,kayak,1,violin,2,watches,2,None,0
uLVCenWW8B,grass,0,spider,2,chimp,2,cowboy hat,1,zebra,1,chair,1,carriage,2,fan,2,tiger,2,storefront,0,dog,2,padlock,1,fruit,2,elephant,2,shoes,1,chicken,2,bottle,1,butterfly,1,lake,2,bucket,2,stapler,0,zebra,2,gun,2,flower,2,diver,1,barbed wire,0,kayak,1,bass,2,watches,2,tea,1
CR2NRKkmn4,none  ,0,spider ,2,monkey,2,photographer ,3,zebra,1,none,0,green,0,"fan, circle",2,tiger,2,bus,1,monkey,2,speedometer ,1,vegetables,2,elephant ,2,shoes,1,bird,2,soda,1,butterfly,1,brown color ,0,green cup,3,belt ,0,zebra,2,lady ,1,white flowers,2,monkey,0,white animal,1,lady near water ,1,violin ,2,3 watches ,2,food in white plate,1
6E8t7oEYN0,lipstick  ,2,spider,2,gorilla ,2,clock,2,zebra,1,chair,1,house,0,electric fan,2,tiger,2,bus,1,dog,2,speedometer ,1,lemons,2,koala ,1,butterfly,0,pink flamingo ,2,bottle,1,butterfly,1,boat,2,cup,2,none,0,zebra,2,gun,2,daisy,2,scuba diver,1,bear,1,ocean,0,cello,2,watch,2,butterfly ,0
5TFSTI2frb,  lipstick,2,spider,2,gorilla,2,girl,1,zebra,1,chair,1,wagon,2,fan,2,tiger,2,sock,2,elephant,2,tachometer,1,oranges,2,mammoth,2,??,0,flamingo,2,coke bottle,1,butterfly,1,??,0,bucket and person,2,?,0,zebra,2,38 revolver,2,flowers,2,man in scuba gear,1,monkey,1,kayak ,1,women play violin ,2,3 watches,2,?? ,0
YAbVA25foj,fruit  ,0,Spider,2,Gorilla,2,Goat,0,Zebra,1,Crib,1,Car,2,Ferris wheel,2,Tiger,2,bus,1,dog,2,speedometer,1,melons,2,koala,1,shoe,1,swan,2,lobster,0,butterfly,1,moth,0,soup,2,toaster,1,zebra,2,gun,2,flower,2,scuba diver,1,seel,0,archer,0,guitar,2,watches,2,tea,1
Z9VAf6yISR,none  ,0,spider,2,monkey,2,clock,2,zebra,1,chair,1,"none
",0,fan,2,tiger,2,bus,1,animal,2,speedometer ,1,lemons,2,animal,0,flip flops,1,none,0,soda,1,butterfly,1,boat,2,bucket,2,toaster,1,zebra,2,gun,2,flower,2,monkey,0,plane,2,none,0,cello,2,watch,2,none,0
mTBCeMnciv,dogs  ,1,spider,2,pig,2,bike,0,zebra,1,chair,1,kitchen,0,wheel,2,tiger,2,bus,1,pig,2,speedometer,1,eggs,2,dog,1,none,0,water,0,bottle,1,butterfly,1,plant,0,pot,2,toaster,1,zebra,2,gun,2,daisies,2,man,1,spider,0,person,1,cello,2,watches,2,sandwhich,0
LrMmbgZGLQ,lipsticks  ,2,insect,2,gorilla,2,stopwatch,2,zebra,1,cradle,1,none,0,fan,2,tiger,2,bus,1,animal,2,Speedometer,1,balls,2,elephant,2,sandal,1,swimming pool,0,bottle,1,butterfly,1,none,0,bucket,2,handbag,0,zebra,2,pistol,2,flowers,2,ape,0,monkey,1,"boat
water",1,violen,2,watches,2,none,0
8ONL4VJ5pf,lipstick  ,2,spider,2,orangutan and padlock,3,compass and painting of a man,3,zebras,1,chair,1,coach,2,wheel,2,tiger,2,bus,1,dog,2,speedometer,1,basket of eggs,2,elephant,2,sandals,1,flamingo or pelican,2,fanta bottle,1,monarch butterfly,1,reflection in water,0,coffee cup,2,piano,2,zebra,2,pistol,2,daisy and stringed instrument,3,monkey underwater and banana,3,arboreal primate,1,person in a kayak,1,cellist,2,three watches,2,something fuzzy,2
ActZFeL3xe,Goats  ,0,spider,2,none,0,none,0,zebras,1,chair,1,elephant,0,large metal fan,2,tiger,2,bus,1,camel or sheep,2,odometer,1,tennis balls or fruit,2,cow dog,1,shoes,1,none,0,bottle,1,butterfly,1,man on a boat in the water,2,plant pot,2,typewriter,0,zebra,2,gun,2,flowers,2,dove,0,polar bear,1,man in the water,1,a person playing the violin,2,3 watches,2,sandwich on a plate,1
cUAfTCnnx6,"  Dog?
",1,spider,2,lock,1,watch,2,zebra,1,building,0,turtle,0,cylinder,2,tiger,2,bus,1,dog,2,watch,1,dog,0,wolf,1,shoes,1,seagull,2,bottle,1,butterfly,1,bat,0,cup,2,toaster,1,tiger,0,boat,0,flower,2,scuba,1,bird,0,boat,1,violin,2,watch,2,egg,1
7o23vDgdNj,baby  ,0,spider,2,baboon,2,clock,2,none,0,high chair,1,model T ford car,2,bingo roller ,0,tiger,2,stocking,2,sheep,2,clock,1,biscuits,0,elephant,2,sandals,1,lobster,2,orange soda,1,butterfly,1,,0,pail,1,toaster,1,zebra,2,none,0,daisy,2,diver,1,monkey,1,kayak ,1,,0,watches,2,egg muffin,1
b33lGywOAq,lipstick  ,2,spider,2,ape,2,woman,1,zebra,1,crib,1,old car,2,fan,2,tiger,2,stocking and bus,3,llama,2,speedometer,1,fruit basket,2,elephant,2,sandals,1,crane,2,fanta,1,butterfly,1,canoe,2,pot,2,piano,2,zebra,2,gun,2,violin and flower,3,diver,1,monkey,1,kayak,1,cello,2,watch,2,cup,1
Vemk0dwW4g,lipstick  ,2,american flag,1,"gorilla, watch",3,"watch, mad hatter",3,zebras,1,chair,1,none,0,fan,2,tiger,2,stocking,2,none,0,spedometer,1,fruit basket,2,warthog,2,sandals,1,none,0,orange drink,1,butterfly,1,none,0,bucket,2,toaster,1,zebras,2,none,0,"flowers, violin",3,banana,2,none,0,none,0,violin,2,none,0,drink,1
MZOj0fuCmq,  none,0,lipstick,0,monkey,2,woman,1,zebra,1,chair,1,car,2,fan,2,tiger,2,bus,1,dog,2,"kangaroo, speedomoter",3,egg,2,elephant,2,shoes,1,duck,2,orange soda,1,butterfly,1,basket,0,boat,0,toaster,1,chair,0,gun,2,"violin, flower",3,scuba diver,1,monkey,1,kayak,1,kayak,0,watches,2,dog,2
pNUXBo9Y0Q,  none,0,spider,2,ape,2,person,1,none,0,none,0,old fashioned car,2,none,0,tiger,2,bus,1,dog,2,speedometer,1,fruit,2,dog,1,none,0,pelican,2,bottle,1,butterfly,1,none,0,none,0,books,0,none,0,none,0,none,0,none,0,monkey,1,none,0,"violin, viola, or cello",2,none,0,animal,2
5rDBaBtXXS,  Lipstick,2,Spider,2,Orangutan and combination lock,3,A guy in a hat,1,Zebras,1,A crib,1,Carriage ,2,Fan,2,Tiger,2,A bus,1,A lamb,2,A speedometer ,1,lemons,2,A dog and elephant,3,Sandals,1,A pelican,2,Soda,1,Butterfly,1,Someone skiiing,2,A bowl,2,Toaster,1,Zebra,2,Gun and necklace,3,Flowers,2,Scuba diver,1,Monkey,1,Someone kayaking ,1,A violinist ,2,Watch,2,Bowl,1
