,1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,,12,,13,,14,,15,,16,,17,,18,,19,,20,,21,,22,,23,,24,,25,,26,,27,,28,,29,,30,
O8gq2WVeAn,lipstick  ,2,spider,2,monkey,2,woman,1,zebras,1,cradle,1,carriage,2,"fan with the word ""zero"" in the middle",2,tiger,2,bus,1,dog,2,speedometer,1,lemons,2,dog,1,shoes,1,some sort of bird,2,some kind of orange drink,1,butterfly,1,boat,2,bowl,2,toaster,1,zebra,2,gun,2,"flowers, possibly a guitar?",3,scuba diver,1,something on water,0,little boy paddling canoe,1,person playing violin,2,watches,2,bowl filled with egg?,1
cmkGlp6dKq,lipstick  ,2,spider,2,bear,2,,0,brown colored zebra,1,wooden chair,1,wagon,2,metal fan,2,face of a lion,2,sock superimposed over a stree,3,gray ostrich,2,a clock,1,oranges,2,baby elephant,2,sandals,1,a bird - maybe a stork?,2,a bottle of soda,1,a butterfly,1,a man rowing a canoe,2,a pail of water,2,a tiny piano,2,a fat zebra,2,a gun and a metal chain,3,A white flower,2,a man in a old fashioned scuba gear,1,a baby bird,0,a man rowing a blue canoe,1,a giant violin,2,three watches,2,nothing,0
LnJrqOGxhu,  dog,1,spider,2,monkey,2,clock,2,zebra,1,chair,1,horse,0,fan,2,tiger,2,bus,1,sheep,2,dashboard,1,eggs,2,elephant,2,shoes,1,bird,2,soda,1,butterfly,1,glove,1,cup,2,piano,2,zebra,2,gun/jewelry,3,flower,2,scuba diver,1,monkey,1,canoe,1,cello,2,watch,2,fur,2
G2hTC9YYI7,children  ,0,None,0,Monkey,2,None,0,Zebra,1,Table,1,Elephant,0,Wheel,2,Tiger,2,Bus,1,Car,0,Clock,1,None,0,Dog,1,Shirt,0,None,0,Bottle,1,Butterfly,1,None,0,Cup,2,Toy,0,zebra,2,none,0,Flowers,2,Man,1,White animal,1,Boy,1,None,0,Watches,2,Cup of liquid,1
idKD39OyvQ,  flower,0,spider,2, bear,2,None,0,None,0,chair,1,None,0,fan,2,tiger,2,bus,1,None,0,clock,1,None,0,Rhino,2,man,0,none,0,bottle,1,butterfly,1,none,0,none,0,none,0,zebra,2,none,0,flower,2,scuba diver,1,none,0,none,0,none,0,none,0,none,0
3pFeUEA7Rs,none  ,0,spider,2,monkey,2,none,0,zebra,1,none,0,dinosaur,0,none,0,tiger,2,bus,1,monkey,2,none,0,eggs,2,elephant,2,shoes,1,flamingo,2,none,0,butterfly,1,person in a boat,2,bucket,2,piano,2,zebra,2,none,0,daisies,2,scuba diver,1,airplanes,2,none,0,cello and celloist,2,watches,2,none,0
LFTw67zmNP,  lipstick,2,flag,1,monkey with a timer,3,woman with a clock,3,zebra,1,bench,1,bicycle,2,fan,2,tiger,2,city bus,1,goat,2,spedometer,1,fruit basket,2,elephant,2,sandals,1,raft,1,soda (orange pop I think),1,butterfly,1,water,0,potted plant,2,piano,2,zebra,2,gun,2,tiger,0,scuba diver,1,monkey,1,kayaker,1,violin,2,watch,2,cup,1
FZlyJBHa3h,"lipstick
  ",2,spider,2,monkey,2,clock,2,zebra,1,none,0,none,0,fan,2,tiger,2,bus,1,dog,2,none,0,lemons,2,dog,1,shoes,1,flamengo ,2,glass bottle,1,butterfly,1,none,0,bucket,2,none,0,zebra,2,gun,2,flower,2,none,0,plane,2,canoe,1,cellio ,2,watch,2,none,0
5WFURbyOXz,lipstick  ,2,spider,2,monkey,2,painting,0,giraffe,1,chair,1,none,0,wheel,2,tiger,2,bus,1,gorilla,2,speedometer,1,fruit,2,warthog,2,shoes,1,none,0,beer bottle,1,butterfly,1,canoe,2,bucket,2,belt,0,none,0,gun,2,violin; flower,3,bread,0,lizard,1,person in kayak,1,person playing cello,2,three watches,2,none,0
tsxQydvby8,  pig,1,tarantula,2,none,0,person holding camera,3,zebras,1,furniture,1,carriage,2,none,0,tiger,2,bus,1,goat,2,speedometer,1,fruit,2,none,0,none,0,bird,2,bottle,1,butterfly,1,none,0,pot,2,toaster,1,none,0,none,0,flower,2,scuba diver,1,baboon,1,boat,1,cello,2,none,0,omelette,1
1hftvAyjKN,  lipstick,2,spider,2,none,0,watch,2,"zebra
",1,baby bed,1,"coach
",2,fan,2,"tiger
",2,bus,1,koala,2,dashboard,1,lemon,2,seal,0,"sandals
",1,bird,2,bottle,1,fish,0,none,0,cup,2,toaster,1,"zebra
",2,gun,2,camomile,2,"monkey
",1,monkey,1,"human, boat",1,violin,2,watch,2,none,0
VS268StNU6,  lipstick,2,"american flag and spider
",3,jewelry,1,woman wearing a cowboy hat and a clock,3,zebras,1,a bench,1,an old carriage,2,a fan,2,a tiger,2,a school bus and a stocking,3,a horse,2,a speedometer,1,lemons and limes,2,an elephant,2,sandals,1,a pelican,2,a spider and a bottle of soda,3,a butterfly,1,,0,a bucket,2,a toaster,1,a zebra,2,a gun and a pearl necklace,3,a violin and flowers,3,a diver and a banana,3,a beaver and airplanes,3,a cup and a kayaker,3,a violist,2,watches,2,a puppy and a bucket,3
OwhycvWVDN,  Dogs,1,Spider,2,Brown bear,2,Lizard,0,Zebra,1,Cot,1,Ovelayed picture,0,Fan,2,Tiger,2,Shops,0,Dog,2,Car dial,1,Melons,2,Baby elephant,2,Slippers,1,Flamingo,2,Cat,0,Butterfly,1,Windsurfer,2,Metal bucket,2,Settee,0,2 zebras,2,Pearl necklace,1,Big daises,2,Fat kid,1,Polar bear,1,Man fishing with a large net,0,Someone playing violin,2,Watches,2,Egg,1
UmFO634gmH,lipstick  ,2,spider,2,urangutan,2,wheel,2,zebra,1,high chair,1,none,0,electric fan,2,tiger,2,bus,1,animal,2,speedometer,1,none,0,elephant,2,slippers,1,billiard,1,beer,1,moth,1,boat,2,cup,2,typewriter,0,zebra,2,gun,2,flowers,2,none,0,monkey,1,kids,1,violinist,2,watch,2,none,0
U7SU55B3Ik,  lipstick,2,spider,2,orangutang,2,woman,1,zebras,1,wooden chair,1,wagon,2,fan,2,tiger,2,"sock, bus",3,poodle,2,speedometer,1,lemons,2,"puppy, walrus",0,sandals,1,flamingo,2,soda pop,1,butterfly,1,sail boat,2,bucket,2,piano,2,zebra,2,"gun, pearl necklace",3,"flowers, violin",3,"banana, scuba diver",3,monkey,1,kayak,1,violin,2,watches,2,coffee cup,1
hemb2wWC3j,dog  ,1,spider,2,monkey lock,3,girl watch,3,zebra,1,crib,1,wagon,2,globe,0,tiger,2,bus,1,goat,2,speedometer,1,lemons and limes,2,elephant,2,sandals,1,pelican,2,fanta,1,butterfly,1,boat,2,coffee mug,2,piano,2,zebra,2,revolver,2,daisy flower,2,scubadiver,1,bird,0,kayak,1,violincello,2,watches,2,none,0
Hv1FfZ6hs0,people  ,0,spider,2,monkey,2,none,0,zebras,1,none,0,chair,0,fan,2,tiger,2,bus,1,panther,2,odometer,1,lemons,2,bear,0,none,0,water,0,bottle,1,none,0,canoe,2,cup,2,videocamera,0,zebra,2,gun,2,flowers,2,drink,0,monkey,1,canoe,1,guitar,2,watch,2,none,0
fMgd4Ch8Zf,lipstick  ,2,spider,2,lock,1,,0,zebra,1,crib,1,model t ford,2,fan,2,tiger,2,bus,1,dog,2,speedometer,1,lemons,2,elephant,2,shoes,1,pool table,1,soda,1,butterfly,1,water,0,bowl,2,toaster,1,zebra,2,gun,2,daisy,2,someone swimming,1,monkey,1,person kayaking,1,person playing a cello,2,three watches,2,none,0
JBhu6ynwjB,none,0,spider,2,gorilla,2,face,1,zebra,1,crib,1,carriage,2,none,0,tiger,2,bus,1,goat,2,none,0,lemon,2,elephant,2,none,0,none,0,flavored juice,1,butterfly,1,none,0,none,0,none,0,zebra,2,gun,2,flower,2,scuba diver,1,spider,0,kayak,1,cello,2,wristwatch,2,none,0
6HegeQRV9U,Flower,0,butterfly,2,monkey,2,coin with queen victoria,3,zebra,1,car,0,home,0,park,0,tiger,2,man,0,cow,2,watch,1,egg,2,elephant,2,cat,0,swimming pull,0,bird,0,butterfly,1,small boat in river,2,water,0,bag,0,zibra,2,,0,flowers,2,monkey,0,monkey,1,small boat in river,1,violin,2,watch,2,No object,0
QItI2PymSh,Lipstick   ,2,Spider ,2,Lock,1,Clock,2,Zebra,1,Chair,1,Carriage,2,Wheel ,2,Tiger,2,Bus,1,Eyes,0,Speedometer ,1,Eggs,2,Rhino,2,,0,,0,Soft drink,1,Butterfly,1,,0,Cup,2,,0,Zebra,2,,0,Guitar and flower ,3,Ape,0,Monkey,1,,0,Cello,2,Watch ,2,,0
vrbsA3svFV,lipstick  ,2,none,0,combination lock,1,"wrist watch, painting",2,zebras,1,crib,1,carriage,2,fan,2,tiger,2,bus,1,lamb,2,spedometer,1,lemons,2,tusks,0,shoes,1,none,0,orange soda,1,butterfly,1,water,0,pail,1,piano,2,zebra,2,"gun, necklace",3,"daisy, needle",3,"banana, diver",3,monkey,1,"kayak, water",1,"violin, ruler",3,watches,2,mug,1
nCVvBjDmuH,  plants,0,spider,2,monkey,2,sailor,3,giraffe,1,cradle,1,wheels,2,fan,2,tiger,2,bus,1,sheep,2,tachometer,1,peach,2,elephant,2,shoes,1,boat,0,soda,1,butterfly,1,river,0,cup,2,stapler,0,zebra,2,gun,2,flower,2,reptile,0,toad,1,row,1,violin,2,watch,2,sponge,0
29Rev245Ed,  None,0,Tree,0,None,0,Watch,2,None,0,None,0,None,0,None,0,Tiger,2,None,0,None,0,Clock,1,Eggs,2,None,0,None,0,None,0,None,0,None,0,None,0,Green peas soup,3,None,0,Tiger,0,None,0,Flowers,2,None,0,None,0,None,0,None,0,Watches,2,None,0
MmCB02a0vX,lipstick  ,2,tarantula,2,clock,1,watch,2,zebra,1,chair,1,carriage,2,fan,2,tiger,2,sock,2,horse,2,speedometer,1,basket of lemons and a lime,2,wolf,1,sandals,1,flamingo,2,soda bottle,1,butterfly,1,water,0,bucket of green something,3,some kind of  machine,0,Zebra. With a rabbit overlaid as a watermark?,3,revolver,2,guitar and flowers,3,person?,1,platypus,1,woman canoeing,1,violin player,2,watches,2,none,0
ZDNaDrx9fG,lipstick  ,2,rib cage,0,monkey,2,animal,0,zebra,1,chair,1,living room,0,fan,2,tiger,2,bus,1,goat,2,car control table,1,lemons,2,koala,1,cave,0,albatros,2,bug,2,butterfly,1,water,0,coffee,2,book,0,zebra,2,scissors,0,flowers,2,insect,0,monkey,1,kayaker,1,a man,0,watch,2,cup,1
1N5fc7zbRU,lipstick  ,2,spider,2,chimpanzee,2,none,0,zebra,1,bed,1,none,0,fan,2,tiger,2,bus,1,none,0,car,1,lemon,2,elephant,2,none,0,flamingo,2,orange juice,1,butterfly,1,none,0,cup,2,toaster,1,zebra,2,gun,2,flower,2,human,1,monkey,1,river,1,human,0,watch,2,none,0
Y9mPcDc2Vy,  Horse,1,Tarantula,2,Ape and a lock,3,Woman with blue hair,1,Zebras,1,Bench,1,Carriage,2,Electric fan,2,Tiger,2,Bus,1,Goat,2,Watch or compass,1,Basket with lemons,2,Wolf,1,Sandals,1,Flamingo,2,Fanta in a glass bottle,1,Butterfly ,1,People in a canoe,2,Green apple,1,Radio,0,Zebra,2,Revolver pistol,2,Sunflower,2,Scuba diver,1,Jet fighters,2,Kid in a canoe,1,Woman playng cello,2,Watches in a row,2,Monkey and a lemon ,3
I6JGCkr23q,  pigs,0,fossil,0,ape,2,cat,0,zebra,1,chair,1,carriage ,2,fan,2,tiger,2,bus,1,monkey,2,meter,1,balls,2,koala ,1,fossil,0,water,0,bottle,1,butterfly,1,boat,2,cup,2,camera,0,zebra,2,jewelry ,1,flowers,2,person,1,monkey,1,person in boat,1,violin,2,watches,2,fur,2
b5JwddxJ7U,  bullets,0,spider,2,combination lock,1,compass,2,zebras,1,wooden chair,1,none,0,old fan with cobwebs,2,tigers face,2,bus,1,buffalo face,2,fuel gauge,1,none,0,elephants face,2,xray of lungs,0,painting of young girl,0,bottle of soda,1,butterfly,1,person rowing a boat in the shade,2,bucket of green solution,3,vice,0,zebra,2,gun,2,daisy flowers,2,none,0,cloud,0,person rowing kayak type boat,1,ruler,1,watches,2,fur covered drum,3
7hvnWctAbE,none  ,0,none,0,none,0,watch,2,zebra,1,none,0,none,0,circles,0,striped animal,2,building,0,dog,2,circle,0,eggs,2,elephant,2,blank,0,blank,0,smile,0,blank,0,hieroglyphics,0,coffee,2,machine,0,zebra,2,blank,0,daisy,2,blank,0,bug,0,blank,0,blank,0,blank,0,blank,0
