,1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,,12,,13,,14,,15,,16,,17,,18,,19,,20,,21,,22,,23,,24,,25,,26,,27,,28,,29,,30,
kR7gdVOpJI,Ram  ,2,monkey,0,none,0,fox,2,none,0,banana,2,none,0,none,0,none,0,hieroglyph ,2,toilet ,2,none,0,none,0,none,0,shell,2,balloon,2,none,0,barrel,2,bike,2,leopard ,2,chicken,2,none,0,monkey,2,hippo,0,frog,2,none,0,school bus,2,none,0,none,0,lion,2
pivBfAgc1L,Ram  ,2,squirrel,2,None,0,fox,2,devil head,2,banana,2,none,0,planet saturn,0,none,0,none,0,toilet,2,none,0,none,0,eye,2,toilet,0,hot air balloon ,2,none,0,barrel,2,seashell,0,none,0,rooster,2,none,0,eagle,2,deer,0,none,0,none,0,aligator,0,toilet,2,none,0,lion,2
tRCHdZxG5z,bear  ,1,squirrel,2,flag,2,fox,2,skull,0,banana,2,apple,2,none,0,bridge,2,painting,2,toilet,2,none,0,phone,2,none,0,shell,2,hot air balloon,2,none,0,barrel,2,bicycle,2,cat,2,rooster,2,shell,2,owl,2,sink,2,frog,2,none,0,lizard,0,toilet,2,hand,0,lion,2
9sVUsQWkN8,Goat  ,2,Squirrel,2,Boat,2,Fox,2,Bull horns,2,Bananas,2,Apple,2,Plate,2,Bridge,2,Cup,2,Toilet Bowl,2,None,0,Telephone,2,Graduate cap,0,Snail,2,Hot air balloon,2,Bird,2,Barrel,2,Bicycle,2,Lioness,2,Chicken,2,Snail,2,Owl,2,Bathroom sink,2,Toad,2,None,0,Taxi cab,2,Toilet bowl,2,Corn,2,Lion,2
e4MZYAmJaT,Ram  ,2,Squirrel,2,None,0,Fox,2,None,0,Banana,2,Owl,0,None,0,Bridge,2,None,0,Toilet,2,None,0,Stove,0,Eagle,2,Snail shell,2,Hot Air Balloon,2,None,0,Barrel ,2,Bicycle,2,Cat,2,Rooster,2,Shell,2,Bird,2,None,0,Cat,0,None,0,None,0,None,0,Woven reeds,0,Lion,2
6VGc1s5Ejt,Gorilla  ,,Gorilla,0,A bunch of bright colors,0,Dark colors,0,None,0,None,0,bowl,0,None,0,bridge,2,None,0,toilet,2,None,0,Calculator ,2,Laptop,0,Shell,2,Hot air balloon,2,None,0,Cup,0,Bike,2,None,0,Chicken,2,None,0,None,0,Sink,2,None,0,None,0,None,0,toilet,2,none,0,Lion,2
tsGbS2KLFl,a bear  ,1,squirrel,2,blanket,0,fox,2,acorn,0,banana,2,green apple,2,gray ball,0,bridge,2,trophy,2,toilet,2,toilet,,cash register,2,laptop,0,doorknob,0,hot air balloon,2,rainbow,0,barrel,2,bicycle,2,cat,2,rooster,2,balloon,0,owl,2,sink,2,frog,2,apple,0,bicycle,0,basin,2,table,0,lion,2
6XUticc5Bd,  gorilla,,animal,2,boat,2,fox,2,skull,0,not sure,0,eye,0,ocean,0,bridge,2,art,2,button,0,tunnel,,dial,2,not sure,0,shell,2,balloon,2,rainbow,0,barrell,2,bicycle,2,waves,0,chicken,2,shell,2,bird,2,sink,2,paper,0,rose,0,album,0,head,0,cover,0,bird,0
eVX0CWDwox,ram  ,2,squirrel ,2,sail boat,2,fox,2,bird,2,bananas ,2,green apple held by a person,2,bagel,0,bridge,2,lizard,0,toilet,2,desk,2,pay phone,2,book,0,snail shell,2,hot air balloon ,2,bird,2,wooden barrel,2,red bike,2,cheetah,2,rooster,2,coins,0,ape,2,sink,2,frog,2,strawberries,0,cat,0,toilet,2,corn on the cob,2,male lion,2
BT9o5f65O6,  bear,1,rabbit,2,none,0,none,0,none,0,none,0,none,0,none,0,bridge,2,none,0,toilet,2,none,0,none,0,none,0,none,0,hot air balloon,2,none,0,barrel,2,bike,2,none,0,bird,2,none,0,bird,2,deer,0,none,0,none,0,none,0,none,0,none,0,none,0
9PxiYLmEYN,bear  ,1,none,0,boat,2,fox,2,none,0,banana,2,apple,2,none,0,none,0,fish,2,dog,0,none,0,phone,2,none,0,snail,2,hot air balloon,2,none,0,barrel,2,bike,2,cat,2,rooster,2,none,0,gorilla,2,none,0,frog,2,none,0,none,0,none,0,corn on the cob,2,lion,2
inIJnFAJfZ,  ram,2,squirrel,2,none,0,none,0,none,0,banana,2,apple,2,biscuits,0,none,0,art,2,toilet,2,none,0,computer,2,art,0,snail,2,hot air balloon,2,none,0,barrel,2,bike,2,none,0,chicken,2,shell,2,bird,2,sink,2,frog,2,none,0,none,0,none,0,blanket,2,lion,2
qTae4NBckS,GORILLA  ,,DOG,2,MONKEY,0,NONE,0,RHINOCEROS,0,"LION
",0,APPLE,2,LEMON,0,NONE,0,BIRD,2,TOILET,2,TOILET,,NONE,0,NONE,0,TORNADO,2,HOT AIR BALLOON,2,NONE,0,BOTTLE,0,BICYCLE TIRE,2,TIGER,2,CHICKEN,2,SNAIL SHELL,2,CROW,0,NONE,0,BIRD,2,APPLES,0,NONE,0,PERSON,0,NONE,0,LION,2
IE2FTpF8Wk,Gorilla  ,,squirrel,2,none,0,fox,2,none,0,banana,2,none,0,none,0,tree,0,tiger,0,none,0,none,0,none,0,sunset,0,none,0,none,0,painting,0,barrel,2,bicycle,2,sand,0,chicken,2,can,0,owl,2,sink,2,none,0,none,0,none,0,none,0,blanket,2,lion,2
EDpE5bw4Kr,None  ,0,None,0,none,0,fox,2,water,0,none,0,none,0,none,0,none,0,none,0,none,0,none,0,none,0,none,0,rainbow,0,hot air balloon,2,none,0,barrel,2,bike,2,none,0,rooster,2,none,0,none,0,none,0,none,0,none,0,none,0,man,0,"none
",0,face,2
m9EmWGpGJN,goat  ,2,chipmunk,2,underpants,0,fox,2,none,0,banana,2,can,0,none,0,leaf,0,snake,0,toilet,2,shirt,,none,0,cloth,0,snail,2,hot air balloon,2,none,0,barrel,2,bicycle,2,cheetah,2,rooster,2,shell,2,owl,2,sink,2,frog,2,none,0,none,0,toilet,2,blanket,2,lion,2
8oUKoq6lc8,bull  ,,squirrel ,2,Sailboat,2,Fox,2,Rocks,0,Banana ,2,Fish,0,None,0,Storm,0,Owl,0,Toilet ,2,None,0,Phone,2,Island,0,Snail,2,Hot Air Ballon ,2,Turtle,0,Barrel,2,Bike,2,Cheeta ,2,Rooster,2,Shell,2,Owl,2,Sink,2,Racoon on its back,0,None,0,None,0,Toilet,2,Corn on the cob,2,Lion,2
hzYHi20Na1,"monkey
  ",,none,0,"blanket
",0,dog,2,bird,2,banana,2,apple,2,underwater,0,bridge,2,bike,0,toilet,2,i dont know,0,n/a,0,sky,2,cup,0,balloon,2,sky,0,n/a,0,bicylce,2,ground,0,bird,2,wind,0,bird,2,goat,0,tiger,0,n/a,0,outside,0,n/a,0,nothing,0,bear,2
6GwG2GUpEw,  Orangutan?,,Squirrel,2,Tent?,2,Fox,2,Something with antlers.,2,Banana,2,Apple,2,Something Green.,0,Power lines.,2,A beveled bird.,2,Toilet,2,Not sure. Maybe a bedpan.,0,Possibly an old computer or calculator.,2,A hat?,0,Seashell,2,Hot air balloon,2,Mountains?,0,Barrel,2,Bicycle,2,Mountain lion,2,Rooster,2,Some kind of vase?,0,A monkey,2,Sink,2,Frog?,2,Not sure.,0,Taxi,2,Toilet,2,Corn?,2,Lion,2
4BiHumJrwN,mountain goat  ,2,squirrel,2,flower,0,red fox,2,moose,2,banana,2,apple,2,blue moon,0,bridge,2,butterfly,2,none,0,handcuffs,,keyboard and mouse,2,island,0,snail,2,hot air balloon,2,none,0,barrel,2,bicycle,2,none,0,rooster,2,sea shell,2,long haired dog,0,bathroom sink,2,frog,2,peace sign,0,chicken,0,monkey,0,blanket,2,roaring lion,2
r5sJMV2MnV,goat  ,2,squirrel ,2,boat,2,fox,2,bird,2,banana,2,apple,2,round thing,2,bridge,2,cup,2,toilet,2,stuff,,phone,2,black thing,0,swirley thing,2,balloon,2,i dont know,0,barrel,2,bicycle ,2,nothing,0,chicken,2,candy,0,bird,2,bird,1,frog,2,redness,0,yellow stuff,0,toilet,2,corn,2,lion,2
65kjdQX7TR,  wolf,,squirrel,2,blanket,0,cat,2,owl,0,banana,2,orange,2,none,0,bridge,2,none,0,none,0,none,0,pay phone,2,none,0,snail shell,2,hot air balloon,2,none,0,barrel,2,bicycle,2,none,0,rooster,2,snail,2,monkey,2,none,0,frog,2,fish,0,fish,0,none,0,corn,2,big cat,2
aIxF3S8ZxV,  Ram,2,Squirrel,2,Palm trees,0,Fox,2,Deer,2,Banana,2,Apple,2,Turtle,0,Bridge,2,Fish,2,Toilet,2,Person,,Phone,2,Shadow,0,Snail,2,Hot-Air Balloon,2,Sand,0,Barrel ,2,Bicycle,2,Cat,2,Chicken,2,Seashell,2,Owl,2,Sink,2,Frog,2,Bike,0,Car,2,Toilet,2,Sofa,0,Lion,2
tVyIiM81X5,dog  ,,squirrel,2,sailboat,2,fox,2,none,0,none,0,tree stump,0,stones,0,bridge,2,drawings,2,squirrel,0,none,0,lizard,0,none,0,none,0,hot air balloon,2,none,0,barrel,2,bicycle,2,none,0,llama,0,shell,2,owl,2,frog,0,frog,2,none,0,lion,0,elephant,0,none,0,lion,2
HrHiUqoVp2,gorilla  ,,squirral,2,boat,2,fox,2,"elk
",2,fox,0,fox,0,moon,2,elk,0,eye,2,elk,0,pc,,elk,0,sky,2,shell,2,balloon,2,wave,0,burger,0,bike,2,sand,0,rooster,2,shell,2,dog,0,dog,0,frog,2,blood,0,car,2,girl,0,sand,0,lion,2
wMYzW6Q8AQ,  none,0,Squirrel,2,Sailboat,2,Fox,2,Eagle,2,Banana,2,Apple,2,None,0,None,0,None,0,Toilet,2,Computer screen,2,Telephone,2,Book,0,None,0,Hot air balloon,2,None,0,Barrel ,2,Bicycle,2,None,0,Rooster,2,None,0,Owl,2,Sink,2,None,0,None,0,None,0,Toilet,2,None,0,Lion,2
PRYLqOrVjS,animal  ,,squirel,2,nothing,0,fox,2,raccoon,0,banana,2,apple,2,,,bridge,2,,,eye,0,tv,2,dunno,0,box,0,snail,2,hot air balloon,2,bat,0,barrell,2,bike,2,animal,2,rooster,2,snail,2,owl,2,dunno,0,frog,2,red,0,yellow,0,hair,0,skin,0,animal,2
fU53pOcghR,  bear,1,squirrel,2,plaid,,fox,2,brown horns,2,banana,2,apple,2,purple,0,bridge,2,snake,0,toilit,2,nasty toilit,,phone,2,colors,0,whirlpool,2,hotair balloon,2,blue colors,0,glass,0,bike,2,cat,2,rooster,2,blue and white,0,owl,2,drain,0,no clue,0,reds,0,yellows,0,dark colors,0,soft blanket,2,lion,2
ElnMGZsfLT,monkey  ,,squirrel,2,boat,2,cat,2,antlers,2,banana,2,apple,2,eye,0,bridge,2,none,0,toilet,2,none,0,phone,2,book,0,snail,2,balloon,2,none,0,barrel,2,bike,2,cat,2,chicken,2,snail,2,monkey,2,snake,0,frod,2,none,0,shoe,0,none,0,blanket,2,lion,2
1hkQzw6yGc,  bear,1,squirrel,2,blanket,,cat,2,lake,0,bird,0,not sure,0,ocean,0,rat,0,turtle,0,toilet,2,toilet,,phone,2,fish,0,sink,0,hot air balloon,2,ocean,0,barrel,2,bike,2,painting,0,seal,0,seal,0,person,0,boy,0,fish,0,tomatoe,0,girl,0,hair,0,ball,0,lion,2
mpk8JDeyO4,  none,0,squirel,2,sailboat,2,fox,2,none,0,banana,2,apple,2,mug,0,bridge,2,"butterfly, maybe an owl",2,toilet,2,none,0,phone,2,none,0,snail,2,hot air balloon,2,moth,2,barrel,2,bicycle,2,fox,0,chicken,2,snail,2,monkey,2,sink,2,frog,2,none,0,car,2,toilet,2,corn,2,wolf,2
asZmjKqUFT,  sheep,2,squirrel,2,sailboat,2,fox,2,None,0,banana,2,jar,0,None,0,hook,0,None,0,toilet,2,None,0,phone,2,None,0,shell,2,hot air balloon,2,None,0,barrel,2,bicycle,2,cougar,0,rooster,2,seashell,2,owl,2,bathroom sink,2,frog,2,None,0,bottle opener,0,toilet,2,corn,2,lion,2
MDAzvzfejT, baboon,1,baboon,2,painting,0,fox,2,deer,2,goose,0,seal,0,planets,0,bridge,2,owl,0,toilet,2,toilet,,phone,2,nothing,0,snail,2,hot air balloon,2,bird,2,barrel,2,bicycle,2,leopard,2,chicken/rooster,2,shell,2,racoon,2,sink,2,frog,2,nothing,0,nothing,0,nothing,0,blanket,2,lion,2
ZmJZ7U4qiC,dog  ,,squirrel,2,boat,2,fox,2,bat or crack in a wall. perhaps the time space continuum rift from dr who,0,banana,2,apple,2,none,0,purse? something with handles,0,bird,2,toilet ,2,none i blinked apparently sorry!,0,cord phone,2,book,0,shell,2,hot air balloon,2,bird,2,barrell,2,bike,2,water,0,chicken or rooster,2,tree,0,owl,2,sink,2,some kind of animal,2,none,0,none,0,toilet,2,corn,2,lion,2
ljcOXcs894,none  ,0,none  ,0,rose?,0,cat,2,none  ,0,none  ,0,none  ,0,rock,0,painting?,0,none  ,0,none  ,0,none  ,0,none  ,0,none  ,0,onion,2,balloon?,2,none  ,0,none  ,0,bike,2,none  ,0,chicken,2,shell?,2,face,2,none  ,0,none  ,0,none  ,0,none  ,0,child?,0,none  ,0,none  ,0
kK2LMKaBSn,sheep  ,2,squirrel,2,bird,0,fox,2,antlers,2,banana,2,apple,2,,,bridge,2,leopard,0,toilet,2,,,lamp,0,diamond shape,0,seashell,2,hot air balloon,2,curves,0,barrel,2,bicycle,2,leopard,2,chicken,2,marble,0,owl,2,sink,2,frog,2,red and green flash,0,sign that says follow me,2,something round,0,,,lion,2
39ULtJK6Qf,  Ram,2,Squirrel,2,Sailboat,2,Fox,2,None,0,Snake,0,Apple,2,None,0,Bridge,2,Octopus?,0,Toilet,2,None,0,Phone,2,Eagle,2,Shell,2,Hot Air Balloon,2,None,0,Barrel ,2,Bike,2,Leopard,2,Rooster,2,Shell,2,Owl,2,Sink,2,Frog,2,None,0,None,0,Toilet,2,Corn on the cob,2,Lion,2
lQX6b1Kw9T,ram  ,2,squirrel,2,sailboat,2,none,0,deer,2,banana,2,apple,2,none,0,bridge,2,fish,2,toliet,2,none,0,phone,2,none,0,snail,2,hot air balloon,2,none,0,barrel,2,bike,2,cat,2,rooster,2,none,0,eagle,2,sink,2,frog,2,none,0,taxi,2,toliet,2,none,0,lion,2
86M9Ys1o4b,ANIMAL  ,,RABBIT,2,LEAF,2,ANIMAL,2,ACCESSORIES,2,BANANA,2,APPLE,2,FRUITS,0,BRIDGE,2,ART,2,NOT CLEAR,0,CHAIN,,TELEPHONE,2,BIRD,2,BIRDS,0,BALL,2,ANIMAL,2,ACESSORY,0,BICYCLE,2,CAT,2,HEN,2,ACCESSORY,0,OWL,2,WASHBASIN,2,FROG,2,NOT CLEAR,0,GLASS,0,NOT CLEAR,0,CORN,2,LION,2
iGrWkxCAB4,  ram,2,squirrel,2,none,0,fox,2,alien,0,banana,2,peach,2,sheet,0,none,0,pot,2,stone,0,toilet,,bookcase,0,none,0,shell,2,hot air balloon,2,none,0,barrell,2,bike,2,quilt,0,rooster,2,top,0,monkey,2,sink,2,frog,2,door,0,none,0,none,0,quilt,2,lion,2
IFMwgmiR3D,gorilla  ,,squirrel,2,sailboat,2,fox,2,none,0,deer,0,watch,0,planet,0,none,0,tattoo,2,toilet,2,none,0,none,0,sky,0,snail,2,hot air balloon,2,none,0,barrel,2,bike,2,cat,2,chicken,2,sea shell,2,animal,2,sink,2,frog,2,none,0,none,0,toilet,2,blanket,2,lion,2
a4kTgdGcel,monkey  ,,squirrel,2,painting,0,fox,2,eagle,2,banana,2,apple,2,moon,2,rope,2,rug,0,toilet,2,none,0,cash register,2,none,0,whirlpool,2,blimp,0,crow,0,barrel,2,bicycle,2,cheetah,2,rooster,2,shell,2,owl,2,sink,2,shell,0,none,0,trumpet,0,toilet,2,corn,2,lion,2
FjJpiiVcay,bear  ,1,squirel,2,none,0,none,0,deer,2,bannanna,2,apple,2,none,0,bridge,2,none,0,toilet,2,none,0,none,0,none,0,snail,2,hot air balooon,2,bird,2,barell,2,bike,2,cat,2,rooster,2,none,0,bird,2,sink,2,frog,2,none,0,none,0,none,0,corn,2,lion,2
qTSJuNWsbg,  dog,,wolf,2,sailboat,2,fox in tree branches,2,skull with antlers,2,dog face,0,standing deer,0,abstract painting,0,bridge,2,cat face,0,toilet,2,boats on water,,green telephone,2,black hole,0,snail shell,2,hot air balloon,2,duck,0,wood barrel,2,bicycle,2,cat,2,rooster,2,spinning top,0,monkey,2,sink,2,rabbit,0,pink flamingo,0,animal in tall grass,0,,,open weave cloth,0,lion,2
ijIHhdNWWS,ram,2,squirrel ,2,tent,2,fox,2,buck,0,bottle,0,apple,2,turtle,0,bridge,2,art,2,none,0,none,0,none,0,art,0,snail,2,hot air balloon ,2,bird,2,barrel,2,bike,2,hair,0,chicken,2,spin top,0,ape,2,frogs,0,bird,0,art,0,none,0,person,0,corn,2,lion,2
uQo9B4CjEi,bear  ,1,squirrel,2,boat,2,bat,2,deer,2,bird,0,turtle,0,planet,0,food,0,bat,0,cell,0,not sure,0,space,0,bug,0,snail,2,balloon,2,shell,0,cup,0,bike,2,grey,0,rooster,2,boat,0,gorilla,2,sink,2,monkey,0,none,0,none,0,girl,0,shell,0,fish,0
KoAqwVUw9q,  Multi colored ram,2,squirrel,2,curtains,,wolf,2,owl,0,banana,2,apple,2,snail,0,bridge,2,snake,0,toilet,2,pipe,,glasses,0,cloud,0,shell,2,hot air balloon,2,butterfly,2,barrel,2,bike,2,leopard,2,rooster,2,top,0,monkey,2,sink,2,frog,2,flowers,0,piano,0,shirt on hanger,0,blanket,2,lion,2
TIIJLsnEQg,donkey  ,,squirrel,2,random colors,0,fox,2,skull,0,wolf,0,apple in a hand,2,none,0,colors with a curve at bottom left,0,birds,2,toilet,2,messy desk,2,old telephone,2,goat,0,snail shell,2,hot air balloon,2,eyes and brows,0,barrel,2,bicycle,2,big cat,2,chicken,2,shell,2,owl,2,deer,0,none,0,red and dark but no particular object,0,dragon,0,rottweiler,0,fabric texture,2,lion,2
BIiQw99Pf9,flowers  ,0,squirrel,2,boat and colors,2,fox,2,colors and something dark,0,bananas,2,apple,2,colors,0,bat,0,bird,2,toilet,2,room,,telephone,2,book,0,snail or shell,2,balloon,2,bird,2,barrel,2,bike,2,cat,2,chicken,2,shell,2,owl,2,sink,2,frog,2,bird,0,animal,0,toilet,2,corn,2,lion,2
f5Cr0k2pWt,GORILLA  ,,RABBIT,2,RAINBOW,0,FOX,2,TURTLE,0,SNAKE,0,OWL,0,"FROG
",,SPIDER,0,SNAKE,0,BAT,0,FISH,,COMPUTER CHIP,0,PYRAMID,0,TORNADO,2,HOT AIR BALLOON,2,WAVES,0,SOFT DRINK,0,BIKE,2,SAND,0,CHICKEN,2,JELLYFISH,0,EAGLE,2,KANGAROO,0,FROG,2,TOMATOES,0,BEACH,0,BELT BUCKLE,0,BLANKET,2,LION,2
EZYXnkSdNo,Bear  ,1,Squirrel,2,Nothing,0,Fox,2,Nothing,0,Banana,2,Apple,2,Nothing,0,Bridge,2,Nothing,0,Toilet,2,Toilet,,Room,0,Sky,0,Shell,2,Hot Air Balloon,2,Sky,0,Barrel,2,Bike,2,Cat,2,Chicken ,2,Shell,2,Owl ,2,Sink,2,Frog,2,Nothing,0,Bus,2,Nothing,0,Rug,2,Lion,2
irrLfVv8cl,ram  ,2,squirrel ,2,none,0,fox,2,none,0,banana,2,apple,2,none,0,none,0,none,0,toilet,2,none,0,none,0,none,0,snail,2,hot air balloon ,2,none,0,barrel ,2,bike,2,cheetah,2,rooster,2,none,0,monkey,2,sink,2,none,0,none,0,none,0,none,0,corn,2,lion,2
exZICsxgm7,none  ,0,none,0,None,0,None,0,None,0,lady,0,food,2,None,0,None,0,None,0,None,0,"None
",0,None,0,"None
",0,None,0,parachute,2,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0
5MPrnTGy6B,  sheep,2,squirrel ,2,leaf,2,fox,2,deer or something with large antlers,2,none,0,none,0,none,0,farm equipment,0,bird,2,toilet,2,toilet,,telephone,2,none,0,snail,2,hot air balloon ,2,bird,2,barrel ,2,bicycle ,2,leopard or cheetah ,2,chicken or rooster,2,snail,2,,,sink,2,none,0,none,0,pocket watch,0,toilet,2,corn on the cob,2,lion,2
YIoaXNjr6k,bear  ,1,squirrel,2,boat,2,fox,2,bird,2,banana,2,apple,2,pear,0,bridge,2,octopus,0,toilet,2,computer,2,telephone,2,eye,2,shell,2,hot air balloon,2,bird,2,barrel,2,bike,2,cat,2,rooster,2,shell,2,monkey,2,sink,2,frog,2,cardinal,0,water,0,toilet,2,blanket,2,lion,2
8RLelozzmb,Bear  ,1,squirrel,2,butterfly,0,flowers,0,spider,0,duck,0,ball,2,snow,0,horn,0,snail,0,ring,0,doorknob,,microwave oven,2,scarf,0,conch shell,2,hot air ballon,2,fish,0,pot,0,bicycle,2,road,0,rooster,2,sea shell,2,monkey,2,sink,2,goat,0,cow,0,sun over hill,0,person eating,0,bed cover,2,lion,2
gS6xGzjLJV,"bear
  ",1,squirrel,2,bed sheet,,"fox
",2,none,0,banana,2,drum,0,doll,0,mantis,0,none,0,toilet,2,none,0,old telephone,2,none,0,snail,2,balloon,2,none,0,barrel,2,bicycle,2,lion,2,ROOSTER,2,mussel,0,owl,2,sink,2,frog,2,none,0,car,2,toilet,2,corn,2,male lion,2
fgKd01gpb1,  Coala ,,Otter,2,Red leaf,0,Fox,2,Deer ,2,Blanket ,0,Lake,0,None,0,Bridge ,2,Duck,2,Bear,0,None,0,Telephone ,2,None,0,See shell ,2,Flying balloon ,2,None,0,Wooden Barrel,2,Vintage bike,2,None,0,Rooster ,2,See shell ,2,Owl,2,Sink ,2,Frog,2,Christmas tree balls ,0,Cat,0,"None
",0,Pile of sand,0,Lion ,2
reovYi9xNp,Ram  ,2,Squirrel ,2,Sailboat,2,Fox,2,Deer,2,Bananas,2,Apple,2,Bowl,0,Bridge,2,Duck painting,2,Toilet,2,Toilet,,Telephone,2,none,0,Snail,2,Hot air balloon,2,Bird,2,Barrel,2,Bike,2,Leopard,2,Rooster,2,Hermit Crab,0,Owl,2,Sink with 2 faucets,2,Frog,2,Duck,0,Taxi,2,Toilet,2,Sweet Corn,2,Male Lion,2
a2F4ewkbpP,  ram,2,squirrel,2,sailboat,2,baby fox,2,deer,2,bananas,2,pear,0,plate,2,bridge,2,fish,2,nose,0,metal,,telephone,2,ufo,0,shell,2,hot air balloon,2,nothing,0,barrel,2,bicycle,2,lion,2,chicken ,2,shell,2,monkey,2,sink,2,frog,2,trees,0,cat,0,toilet,2,corn,2,lion,2
3fRMhr4484,  lion,,squirrel,2,boat,2,fox,2,none,0,banana,2,apple,2,none,0,bridge,2,none,0,toilet,2,none,0,phone,2,book,0,snail,2,balloon,2,none,0,barrel,2,bike,2,cheetah,2,rooster,2,none,0,owl,2,bathtub,2,frog,2,none,0,car,2,none,0,corn,2,lion,2
iJu5Zcquyh,  bear,1,none,0,none,0,none,0,deer,2,none,0,none,0,none,0,"none
",0,eye,2,none,0,none,0,remote control,2,none,0,none,0,hot-air balloon,2,none,0,none,0,bike,2,none,0,cock,2,none,0,ape,2,none,0,none,0,none,0,none,0,none,0,none,0,lion,2
sXnYenEd20,  goat,2,squirrel,2,blanket,,fox,2,antlers,2,banana,2,apple,2,none,0,bridge,2,bird,2,toilet,2,none,0,none,0,square,0,shell,2,hot air balloon,2,none,0,wood barrel,2,bicycle,2,cheetah,2,rooster,2,none,0,animal face,2,sink,2,frog,2,none,0,none,0,toilet,2,corn,2,lion,2
