,1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,,12,,13,,14,,15,,16,,17,,18,,19,,20,,21,,22,,23,,24,,25,,26,,27,,28,,29,,30,
IANplp2ThX,  Ram,2,Squirrel ,2,Sailboat,2,Fox,2,Batt,0,Banana ,2,Apple,2,Bowl,0,Necklace ,0,Art,2,Toilet,2,Desk,2,Wall,0,Square,0,Snail,2,Hot air ballon,2,Blanket,0,Barrel ,2,Bike,2,Could,0,Chicken,2,Snail,2,Owl,2,Sink,2,Frog,2,Rose,0,Taxi,2,Toilet,2,Corn,2,Lion,2
lVWrMJike2,a bear  ,1,squirrel,2,ship,2,fox,2,deer,2,fish,0,apple,2,turtle,0,bridge,2,drawing,2,toilet,2,book,,telephone,2,painting,0,snail,2,hot air balloon,2,birds,2,barrel,2,bike,2,jaguar,0,rooster,2,water buffalo,0,owl,2,sink,2,frog,2,trees,0,sign,0,person,0,snake,0,lion,2
PRitv3pjkc,a ram  ,2,squirrel,2,sailboat,2,fox,2,none,0,banana,2,none,0,none,0,fish,0,snake,0,toilet,2,none,0,none,0,none,0,snail,2,hot air balloon,2,none,0,barrel,2,bicycle,2,none,0,rooster or chicken,2,unicorn,0,monkey,2,none,0,frog,2,none,0,none,0,toilet,2,corn,2,lion,2
QOYeZlIpHl,ANIMAL  ,,kangaroo,2,flowers,0,none,0,hole,0,tree,0,fruit,2,none,0,none,0,painting,2,none,0,none,0,none,0,none,0,design,0,parachute,2,none,0,tree,0,cycle,2,hill,0,hen,2,ball,0,bird,2,animal,0,none,0,flower,0,brownish,0,vehicle,0,tree,0,animal,2
YF72HIZPAN,bear  ,1,squirrel,2,,,fox,2,deer,2,banana,2,,,egg,0,,,rabbit,0,toilet,2,"sink
",,phone,2,bird,2,snail,2,hot air balloon,2,,,barrel,2,bike,2,cat,2,rooster,2,snail,2,monkey,2,sink,2,frog,2,frog,0,,,toilet,2,corn,2,lion,2
6Et3sa5TGV,goat  ,2,none,0,leaf,2,fox,2,horns,2,none,0,apple,2,none,0,stairs,0,face,0,toilet,2,none,0,telephone,2,none,0,drain,0,hot air balloon,2,none,0,barrel,2,bicycle,2,leopard,2,rooster,2,none,0,none,0,sink,2,none,0,none,0,taxi,2,none,0,keyboard,0,lion,2
RLYXvdLsGb,  A monkey,,Squirrel,2,Nothing,0,wolf,2,nothing,0,banana,2,apple,2,nothing,0,belt,0,fish,2,toilet,2,nothing,0,telephone,2,nothing,0,snail,2,hot air balloon,2,nothing,0,barrel,2,bicycle,2,cougar,2,chicken,2,,,owl,2,sink,2,frog,2,,,taxi cab,2,toilet,2,corn,2,lion,2
XFUMCNL82u,none  ,0,squirrel ,2,none,0,fox,2,none,0,banana ,2,none,0,none,0,bridge,2,none,0,toilet,2,none,0,none,0,none,0,none,0,hot air balloon ,2,none,0,barrel,2,bike,2,cat,2,chicken,2,none,0,none,0,sink,2,none,0,none,0,car,2,none,0,corn,2,lion,2
FAanld8q6I,  Ram,2,Chipmunk,2,Cloth with a red star,0,fox,2,none,0,a banana,2,an apple,2,none,0,cockroach,0,none,0,toilet,2,toilet,,none,0,none,0,a snail shell,2,hot air balloon,2,none,0,a barrel,2,a cycle,2,a cat,2,a hen,2,a sea shell,2,a monkey,2,none,0,a frog,2,none,0,a deer,0,a toilet,2,corn cob,2,a lion,2
hYfJMsdiK4,  A goat,2,a squirrel ,2,none,0,none,0,an antelope,2,a banana,2,none,0,none,0,none,0,a butterfly,2,a dirty bathroom,2,none,0,a cellphone,2,none,0,none,0,none,0,none,0,a barrel,2,none,0,i thought  i saw whiskers,2,none,0,none,0,a type of bird,2,a dirty sink,2,a colorful fish,0,none,0,none,0,none,0,none,0,a lion,2
nIb2WZADNh,bear  ,1,squirrel,2,rock,0,fox,2,deer,2,banana,2,apple,2,plate,2,bridge,2,fabric,0,toilet,2,books,,medical device,2,eye,2,pan,0,hot air ballon,2,sky scene,0,barrel,2,bicycle,2,tiger,2,chicken,2,shell,2,owl,2,sink,2,frog,2,bird,0,cat,0,toilet,2,snake,0,lion,2
8GtT394I9Q,  gorilla,,squirrel,2,sailboat,2,fox,2,necklace,2,bananas,2,none,0,bowls,0,none,0,none,0,toilet,2,none,0,telephone,2,none,0,snail,2,hot air balloon,2,moth,2,barrel,2,bike,2,leopard,2,chicken (rooster?),2,snail,2,owl,2,sink,2,toad,2,none,0,taxi,2,toilet,2,corn cobs,2,lion,2
eqmBKDglS3,goat  ,2,squirrel,2,sailboat,2,fox,2,horns,2,banana,2,apple,2,bowl,0,bridge,2,snake,0,toilet,2,money,,phone,2,cat,0,snail,2,hot air balloon,2,duck,0,barrel,2,bike,2,cheetah,2,chicken,2,snail,2,owl,2,sink,2,frog,2,chair,0,car,2,toilet,2,corn,2,lion,2
p5FUvPe58J,dog  ,,none,0,none,0,trees,0,deer,2,none,0,eye,0,none,0,none,0,owl,0,none,0,none,0,none,0,trees,0,cp,0,none,0,none,0,plate,0,bike,2,cat,2,chicken,2,snail,2,owl,2,none,0,none,0,none,0,none,0,plaid shirt,0,carpet,2,lion,2
TQikFgWsno,  monkey,,bird,0,cloth,0,fox,2,none,0,banana,2,none,0,planet,0,bridge,2,turtle drawing,0,toilet,2,lock,,phone,2,none,0,seashell,2,hot air balloon,2,none,0,jar,2,bicycle,2,none,0,rooster,2,none,0,bird,2,sink,2,frog,2,none,0,insect,0,none,0,corn,2,lion,2
1sr8I1Yy0p,"bear
  ",1,gopher,2,"picture of a lot of colors
",0,squirrel in  colorful painting,2,deer in the wild,2,yellow,0,apple,2,ball ,2,sticks with blue color,0,eyes red ,0,none,0,blue colors,,purple,0,black circle,0,shell,2,hot air ballon,2,none,0,pottery ,2,bicycle ,2,colors,0,rooster,2,shell,2,owl,2,snake,0,none,0,red color,0,fox,0,none,0,blanket,2,deer,0
EIQ4Peefv9,none  ,0,squirrel,2,none,0,fox,2,none,0,bananna,2,apple,2,none,0,bridge,2,none,0,toilet,2,none,0,none,0,none,0,none,0,hot air baloon,2,none,0,barrel,2,bike,2,lion,2,chicken,2,none,0,monkey,2,none,0,frog,2,none,0,none,0,none,0,none,0,lion,2
mwiKxZCQKm,Ram  ,2,squirrel,2,None,0,Fox,2,None,0,Banana,2,None,0,None,0,,,Fish,2,None,0,None,0,Phone,2,None,0,Sink,0,Hot air baloon,2,None,0,Barrell,2,Bicycle,2,None,0,Rooster,2,None,0,Owl,2,Sink,2,None,0,None,0,None,0,Toilet,2,Corn,2,Lion,2
3BuxMgLv0O,Monkey  ,,Squirrel,2,Sailboat,2,Fox,2,Something with antlers,2,Banana,2,Apple,2,Pill,2,Suspension bridge,2,Cup,2,Toilet,2,none,0,Telephone,2,Bird,2,Shell,2,Hot air balloon,2,Moth or butterfly,2,Barrel,2,Bicycle,2,Cheetah,2,Rooster,2,Teapot,0,Owl,2,Bathroom sink,2,Toad,2,none,0,Vehicle,2,Toilet,2,Ears of corn,2,Lion,2
W3kfDYzwx9,bear  ,1,squirrel,2,none,0,fox,2,elephant,0,none,0,ball,2,none,0,ship,0,none,0,none,0,none,0,none,0,none,0,spiral,2,balloon,2,none,0,jar,2,bike,2,tiger,2,rooster,2,shell,2,monkey,2,none,0,none,0,none,0,none,0,none,0,none,0,lion,2
gcAaCuUqxz,  gorilla,,squirrel,2,leaf,2,fox,2,buffalo,2,banana,2,apple,2,pear,0,bridge,2,bird,2,toilet,2,toilet,,telephone,2,black tear,0,snail or shell,2,hot air balloon,2,umbrella,0,barrel,2,bike,2,cat,2,chicken,2,snail,2,owl,2,sink,2,frog,2,plant,0,car,2,backpack,0,corn,2,lion,2
ATs9kqvBXe,Flowers  ,0,A painting of a woman sitting.,0,A large rock or possible a small mountain,0,None,0,None,0,A purple circle,0,An off-green tomato,2,A moon or a planet.,2,Lines coming off of sail on a ship. There was also a sailor holding one of the lines.,,None,0,Toilet,2,Toilet bowl,,grapes,0,A black circle in the middle of a colored background.,0,Snail,2,A hot air balloon.,2,None,0,A barrel or large drum,2,A red bicycle.,2,A sandy beach.,0,A rooster,2,A shell or clam,2,The face of an owl,2,None,0,None,0,None,0,The desert.,0,None,0,Corn,2,,
yOXpesftrX,  ram,2,squirrel,2,leaf,2,fox,2,none,0,banana,2,none,0,none,0,bridge,2,none,0,toilet,2,none,0,none,0,bird,2,snail,2,hot air balloon,2,none,0,barrel,2,bicycle,2,cheetah,2,chicken,2,shell,2,owl,2,none,0,frog,2,none,0,none,0,toilet,2,corn,2,lion,2
7HAYZEUXgU,A ram  ,2,A squirrel,2,A maple leaf,2,A fox,2,"An animal with horns, maybe a stag",2,I could not tell,0,A bagel,0,,,A suspension bridge,2,A mushroom,0,A toilet,2,A toilet,,A keypad,2,Storm clouds,0,A nautilus shaped shell,2,A hot air balloon,2,A hill,0,A wooden barrel,2,A bicycle,2,,,A rooster,2,A seashell,2,An owl,2,A sink,2,A goat,0,A monkey,0,"A sign that said ""follow me.""",2,A chair,0,Corn on the cob,2,,
e6iwy9eyux,donkey  ,,squirrel,2,none,0,fox,2,elk,2,polar bear,0,none,0,none,0,grass,0,painting of a bird,2,toilet,2,none,0,basket,0,eagle,2,snail,2,hot air balloon,2,bird,2,barrel,2,bicycle,2,cheetah,2,none,0,none,0,owl,2,none,0,none,0,monkey,0,"grass, small animal",0,hands,0,blanket,2,lion,2
0NeawbZ6Ky,animal  ,,squirrel,2,sailboat,2,squirrel,2,no idea,0,bannana,2,apple,2,no idea,0,bridge,2,fish,2,toilet,2,none,0,phone,2,none,0,snail,2,hot air balloon,2,no idea,0,barrell,2,bike,2,no idea,0,chicken,2,no idea,0,monkey,2,sink,2,frog,2,no idea,0,car,2,no idea,0,no idea,0,bear,2
Y8I5MKUlmn,  a ram,2,a squirrel,2,a ship,2,a bat,2,a bear,0,a banana,2,a ring,0,a pond,0,a book,0,a fish,2,a toilet,2,a desk,2,a phone,2,a rug,0,a shell,2,a balloon,2,a hand,0,a barrel,2,a bike,2,a cat,2,a rooster,2,a shell,2,an owl,2,a sink,2,water,0,a button,0,a guitar,0,a toilet,2,corn,2,a lion,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,fish - accept?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
